,Year,County,Month,Country_Pop,County_Pop_('000s),Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LarcenyTheft_sum
14497,2020,San Bernardino County,6,2189183,2189,6,0,2,1,3,23,7,3,13
14498,2020,San Bernardino County,7,2189183,2189,12,0,1,1,10,20,5,3,12
14499,2020,San Bernardino County,8,2189183,2189,16,1,0,2,13,18,4,2,12
14500,2020,San Bernardino County,9,2189183,2189,13,0,0,1,12,23,5,3,15
14501,2020,San Bernardino County,10,2189183,2189,17,0,0,0,17,22,7,1,14
14502,2020,San Bernardino County,11,2189183,2189,17,0,2,1,14,19,4,0,15
14503,2020,San Bernardino County,12,2189183,2189,16,1,0,4,11,32,8,2,22
14504,2020,San Bernardino County,1,2189183,2189,2,0,0,0,2,5,3,0,2
14505,2020,San Bernardino County,2,2189183,2189,1,0,0,1,0,4,0,0,4
14506,2020,San Bernardino County,3,2189183,2189,0,0,0,0,0,1,1,0,0
14507,2020,San Bernardino County,4,2189183,2189,0,0,0,0,0,9,8,0,1
14508,2020,San Bernardino County,5,2189183,2189,0,0,0,0,0,1,0,1,0
14509,2020,San Bernardino County,6,2189183,2189,0,0,0,0,0,3,3,0,0
14510,2020,San Bernardino County,7,2189183,2189,0,0,0,0,0,7,4,0,3
14511,2020,San Bernardino County,8,2189183,2189,0,0,0,0,0,10,4,0,6
14512,2020,San Bernardino County,9,2189183,2189,0,0,0,0,0,4,0,0,4
14513,2020,San Bernardino County,10,2189183,2189,0,0,0,0,0,3,1,0,2
14514,2020,San Bernardino County,11,2189183,2189,1,0,0,1,0,2,0,0,2
14515,2020,San Bernardino County,12,2189183,2189,0,0,0,0,0,3,1,0,2
14516,2020,San Bernardino County,1,2189183,2189,0,0,0,0,0,6,3,0,3
14517,2020,San Bernardino County,2,2189183,2189,0,0,0,0,0,11,8,0,3
14518,2020,San Bernardino County,3,2189183,2189,0,0,0,0,0,7,4,0,3
14519,2020,San Bernardino County,4,2189183,2189,0,0,0,0,0,8,4,0,4
14520,2020,San Bernardino County,5,2189183,2189,0,0,0,0,0,13,6,0,7
14521,2020,San Bernardino County,6,2189183,2189,0,0,0,0,0,10,6,0,4
14522,2020,San Bernardino County,7,2189183,2189,0,0,0,0,0,5,4,0,1
14523,2020,San Bernardino County,8,2189183,2189,1,0,0,0,1,10,8,0,2
14524,2020,San Bernardino County,9,2189183,2189,1,0,0,0,1,3,2,0,1
14525,2020,San Bernardino County,10,2189183,2189,0,0,0,0,0,0,0,0,0
14526,2020,San Bernardino County,11,2189183,2189,0,0,0,0,0,4,3,0,1
14527,2020,San Bernardino County,12,2189183,2189,0,0,0,0,0,6,3,0,3
14528,2020,San Bernardino County,1,2189183,2189,31,0,0,0,31,0,0,0,0
14529,2020,San Bernardino County,2,2189183,2189,27,0,0,0,27,0,0,0,0
14530,2020,San Bernardino County,3,2189183,2189,24,0,0,0,24,0,0,0,0
14531,2020,San Bernardino County,4,2189183,2189,27,0,0,0,27,0,0,0,0
14532,2020,San Bernardino County,5,2189183,2189,25,0,0,0,25,0,0,0,0
14533,2020,San Bernardino County,6,2189183,2189,35,0,0,0,35,0,0,0,0
14534,2020,San Bernardino County,7,2189183,2189,17,0,0,0,17,0,0,0,0
14535,2020,San Bernardino County,8,2189183,2189,12,0,0,0,12,0,0,0,0
14536,2020,San Bernardino County,9,2189183,2189,21,0,0,0,21,0,0,0,0
14537,2020,San Bernardino County,10,2189183,2189,19,0,0,0,19,0,0,0,0
14538,2020,San Bernardino County,11,2189183,2189,12,0,0,0,12,0,0,0,0
14539,2020,San Bernardino County,12,2189183,2189,13,0,0,0,13,0,0,0,0
14540,2020,San Bernardino County,1,2189183,2189,0,0,0,0,0,0,0,0,0
14541,2020,San Bernardino County,2,2189183,2189,0,0,0,0,0,0,0,0,0
14542,2020,San Bernardino County,3,2189183,2189,0,0,0,0,0,0,0,0,0
14543,2020,San Bernardino County,4,2189183,2189,0,0,0,0,0,0,0,0,0
14544,2020,San Bernardino County,5,2189183,2189,0,0,0,0,0,0,0,0,0
14545,2020,San Bernardino County,6,2189183,2189,0,0,0,0,0,1,1,0,0
14546,2020,San Bernardino County,7,2189183,2189,0,0,0,0,0,0,0,0,0
14547,2020,San Bernardino County,8,2189183,2189,0,0,0,0,0,1,1,0,0
14548,2020,San Bernardino County,9,2189183,2189,0,0,0,0,0,0,0,0,0
14549,2020,San Bernardino County,10,2189183,2189,0,0,0,0,0,0,0,0,0
14550,2020,San Bernardino County,11,2189183,2189,0,0,0,0,0,0,0,0,0
14551,2020,San Bernardino County,12,2189183,2189,0,0,0,0,0,0,0,0,0
14552,2020,San Bernardino County,1,2189183,2189,2,0,0,0,2,8,0,5,3
14553,2020,San Bernardino County,2,2189183,2189,5,0,0,0,5,20,0,15,5
14554,2020,San Bernardino County,3,2189183,2189,3,0,0,0,3,10,0,3,7
14555,2020,San Bernardino County,4,2189183,2189,3,0,0,0,3,9,2,4,3
14556,2020,San Bernardino County,5,2189183,2189,3,0,0,0,3,9,0,5,4
14557,2020,San Bernardino County,6,2189183,2189,1,0,0,0,1,13,0,8,5
14558,2020,San Bernardino County,7,2189183,2189,3,0,0,0,3,11,0,7,4
14559,2020,San Bernardino County,8,2189183,2189,4,0,0,0,4,6,0,4,2
14560,2020,San Bernardino County,9,2189183,2189,6,0,0,0,6,10,0,9,1
14561,2020,San Bernardino County,10,2189183,2189,0,0,0,0,0,10,0,9,1
14562,2020,San Bernardino County,11,2189183,2189,4,0,0,0,4,13,1,7,5
14563,2020,San Bernardino County,12,2189183,2189,3,0,0,0,3,14,0,10,4
14564,2020,San Diego County,1,3332427,3332,107,0,12,22,73,345,59,64,222
14565,2020,San Diego County,2,3332427,3332,101,0,8,12,81,300,59,61,180
14566,2020,San Diego County,3,3332427,3332,140,1,11,25,103,317,67,57,193
14567,2020,San Diego County,4,3332427,3332,97,1,4,13,79,278,67,57,154
14568,2020,San Diego County,5,3332427,3332,111,2,8,8,93,274,53,62,159
14569,2020,San Diego County,6,3332427,3332,105,1,6,13,85,293,75,56,162
14570,2020,San Diego County,7,3332427,3332,132,1,11,17,103,336,58,70,208
14571,2020,San Diego County,8,3332427,3332,135,3,7,19,106,322,61,65,196
14572,2020,San Diego County,9,3332427,3332,132,2,12,11,107,280,51,62,167
14573,2020,San Diego County,10,3332427,3332,141,1,5,17,118,337,58,77,202
14574,2020,San Diego County,11,3332427,3332,115,4,9,10,92,379,49,93,237
14575,2020,San Diego County,12,3332427,3332,119,3,7,15,94,433,85,110,238
14576,2020,San Diego County,1,3332427,3332,19,0,1,2,16,141,23,9,109
14577,2020,San Diego County,2,3332427,3332,20,0,5,3,12,150,16,6,128
14578,2020,San Diego County,3,3332427,3332,14,0,1,2,11,130,23,10,97
14579,2020,San Diego County,4,3332427,3332,21,0,0,3,18,140,10,13,117
14580,2020,San Diego County,5,3332427,3332,17,0,0,1,16,122,20,11,91
14581,2020,San Diego County,6,3332427,3332,17,1,0,3,13,153,13,16,124
14582,2020,San Diego County,7,3332427,3332,25,0,1,3,21,166,31,17,118
14583,2020,San Diego County,8,3332427,3332,19,1,5,2,11,164,17,16,131
14584,2020,San Diego County,9,3332427,3332,23,0,5,5,13,174,21,9,144
14585,2020,San Diego County,10,3332427,3332,16,0,2,5,9,151,23,15,113
14586,2020,San Diego County,11,3332427,3332,14,0,2,2,10,150,24,15,111
14587,2020,San Diego County,12,3332427,3332,19,1,2,4,12,200,35,20,145
14588,2020,San Diego County,1,3332427,3332,62,0,6,28,28,244,51,39,154
14589,2020,San Diego County,2,3332427,3332,69,1,0,31,37,251,26,53,172
14590,2020,San Diego County,3,3332427,3332,78,2,4,22,50,364,62,72,230
14591,2020,San Diego County,4,3332427,3332,86,1,3,34,48,291,48,55,188
14592,2020,San Diego County,5,3332427,3332,57,1,3,18,35,253,50,52,151
14593,2020,San Diego County,6,3332427,3332,71,1,5,29,36,250,38,78,134
14594,2020,San Diego County,7,3332427,3332,84,1,9,20,54,238,28,54,156
14595,2020,San Diego County,8,3332427,3332,75,1,11,18,45,237,30,64,143
14596,2020,San Diego County,9,3332427,3332,85,0,7,15,63,257,29,67,161
14597,2020,San Diego County,10,3332427,3332,89,1,3,28,57,282,33,82,167
14598,2020,San Diego County,11,3332427,3332,64,0,3,20,41,304,46,83,175
14599,2020,San Diego County,12,3332427,3332,96,1,9,39,47,286,35,61,190
14600,2020,San Diego County,1,3332427,3332,0,0,0,0,0,23,1,4,18
14601,2020,San Diego County,2,3332427,3332,0,0,0,0,0,19,3,0,16
14602,2020,San Diego County,3,3332427,3332,1,0,0,0,1,20,0,2,18
14603,2020,San Diego County,4,3332427,3332,1,0,0,1,0,7,1,0,6
14604,2020,San Diego County,5,3332427,3332,1,0,0,1,0,26,3,3,20
14605,2020,San Diego County,6,3332427,3332,3,0,2,0,1,21,3,4,14
14606,2020,San Diego County,7,3332427,3332,3,0,0,2,1,26,2,4,20
14607,2020,San Diego County,8,3332427,3332,3,0,1,1,1,28,3,4,21
14608,2020,San Diego County,9,3332427,3332,0,0,0,0,0,24,6,2,16
14609,2020,San Diego County,10,3332427,3332,3,0,1,0,2,29,4,3,22
14611,2020,San Diego County,12,3332427,3332,2,0,0,1,1,27,4,4,19
14612,2020,San Diego County,1,3332427,3332,1,0,1,0,0,9,4,2,3
14613,2020,San Diego County,2,3332427,3332,0,0,0,0,0,3,0,0,3
14614,2020,San Diego County,3,3332427,3332,0,0,0,0,0,4,1,2,1
14615,2020,San Diego County,4,3332427,3332,1,0,1,0,0,8,3,0,5
14616,2020,San Diego County,5,3332427,3332,1,0,0,0,1,3,0,1,2
14617,2020,San Diego County,6,3332427,3332,2,0,1,0,1,7,1,1,5
14618,2020,San Diego County,7,3332427,3332,1,0,0,0,1,8,3,1,4
14619,2020,San Diego County,8,3332427,3332,0,0,0,0,0,6,1,0,5
14620,2020,San Diego County,9,3332427,3332,0,0,0,0,0,7,3,0,4
14621,2020,San Diego County,10,3332427,3332,1,0,0,0,1,4,2,1,1
14622,2020,San Diego County,11,3332427,3332,1,0,0,0,1,5,2,0,3
14623,2020,San Diego County,12,3332427,3332,0,0,0,0,0,7,1,2,4
14624,2020,San Diego County,1,3332427,3332,47,0,6,9,32,196,23,31,142
14625,2020,San Diego County,2,3332427,3332,47,0,4,12,31,181,27,30,124
14626,2020,San Diego County,3,3332427,3332,26,3,0,10,13,149,20,23,106
14627,2020,San Diego County,4,3332427,3332,30,0,1,8,21,160,32,32,96
14628,2020,San Diego County,5,3332427,3332,48,0,0,8,40,138,35,23,80
14629,2020,San Diego County,6,3332427,3332,43,0,2,8,33,118,18,30,70
14630,2020,San Diego County,7,3332427,3332,41,0,3,8,30,148,22,23,103
14631,2020,San Diego County,8,3332427,3332,41,1,1,6,33,132,19,25,88
14632,2020,San Diego County,9,3332427,3332,50,0,2,9,39,139,27,24,88
14633,2020,San Diego County,10,3332427,3332,53,1,6,14,32,127,17,27,83
14634,2020,San Diego County,11,3332427,3332,41,0,4,9,28,163,20,44,99
14635,2020,San Diego County,12,3332427,3332,45,0,4,12,29,195,28,43,124
14636,2020,San Diego County,1,3332427,3332,50,2,5,12,31,171,19,25,127
14637,2020,San Diego County,2,3332427,3332,37,0,4,6,27,220,29,27,164
14638,2020,San Diego County,3,3332427,3332,53,0,6,13,34,259,27,38,194
14639,2020,San Diego County,4,3332427,3332,50,0,6,14,30,200,45,33,122
14640,2020,San Diego County,5,3332427,3332,51,0,5,6,40,213,37,31,145
14641,2020,San Diego County,6,3332427,3332,45,1,0,4,40,195,35,20,140
14642,2020,San Diego County,7,3332427,3332,41,0,3,9,29,186,35,41,110
14643,2020,San Diego County,8,3332427,3332,50,0,3,10,37,207,31,33,143
14644,2020,San Diego County,9,3332427,3332,49,0,4,13,32,228,33,36,159
14645,2020,San Diego County,10,3332427,3332,37,1,5,9,22,136,17,36,83
14646,2020,San Diego County,11,3332427,3332,58,0,6,11,41,372,49,79,244
14647,2020,San Diego County,12,3332427,3332,48,1,4,11,32,310,43,33,234
14648,2020,San Diego County,1,3332427,3332,8,0,0,1,7,25,2,10,13
14649,2020,San Diego County,2,3332427,3332,4,0,2,1,1,15,3,2,10
14650,2020,San Diego County,3,3332427,3332,9,0,2,3,4,33,3,10,20
14651,2020,San Diego County,4,3332427,3332,6,1,0,2,3,16,1,0,15
14652,2020,San Diego County,5,3332427,3332,4,0,0,0,4,28,1,6,21
14653,2020,San Diego County,6,3332427,3332,9,0,0,1,8,21,1,9,11
14654,2020,San Diego County,7,3332427,3332,6,0,1,3,2,16,2,3,11
14655,2020,San Diego County,8,3332427,3332,14,0,0,3,11,25,6,6,13
14656,2020,San Diego County,9,3332427,3332,9,0,2,1,6,25,5,7,13
14657,2020,San Diego County,10,3332427,3332,10,0,0,2,8,25,5,8,12
14658,2020,San Diego County,11,3332427,3332,7,0,0,2,5,23,3,8,12
14659,2020,San Diego County,12,3332427,3332,9,0,1,2,6,31,1,9,21
14660,2020,San Diego County,1,3332427,3332,12,0,2,9,1,107,14,14,79
14661,2020,San Diego County,2,3332427,3332,12,0,0,6,6,75,12,12,51
14662,2020,San Diego County,3,3332427,3332,18,0,1,7,10,89,29,7,53
14663,2020,San Diego County,4,3332427,3332,6,0,0,1,5,70,13,10,47
14664,2020,San Diego County,5,3332427,3332,10,0,1,3,6,83,18,16,49
14665,2020,San Diego County,6,3332427,3332,10,0,0,6,4,96,46,15,35
14666,2020,San Diego County,7,3332427,3332,12,0,0,5,7,81,22,16,43
14667,2020,San Diego County,8,3332427,3332,17,0,4,2,11,83,23,14,46
14668,2020,San Diego County,9,3332427,3332,20,0,5,3,12,64,6,12,46
14669,2020,San Diego County,10,3332427,3332,17,0,1,7,9,80,9,11,60
14670,2020,San Diego County,11,3332427,3332,15,0,1,5,9,101,11,13,77
14671,2020,San Diego County,12,3332427,3332,32,2,1,4,25,107,30,14,63
14672,2020,San Diego County,1,3332427,3332,31,0,2,11,18,108,13,30,65
14673,2020,San Diego County,2,3332427,3332,13,1,0,5,7,108,13,25,70
14674,2020,San Diego County,3,3332427,3332,23,0,0,9,14,91,3,19,69
14675,2020,San Diego County,4,3332427,3332,30,0,1,12,17,98,13,24,61
14676,2020,San Diego County,5,3332427,3332,28,0,0,10,18,95,14,22,59
14677,2020,San Diego County,6,3332427,3332,36,0,2,5,29,90,9,23,58
14678,2020,San Diego County,7,3332427,3332,38,0,1,9,28,115,11,23,81
14679,2020,San Diego County,8,3332427,3332,32,0,2,7,23,98,11,20,67
14680,2020,San Diego County,9,3332427,3332,28,1,2,6,19,75,12,13,50
14681,2020,San Diego County,10,3332427,3332,34,1,5,9,19,82,11,16,55
14682,2020,San Diego County,11,3332427,3332,28,1,2,9,16,102,14,21,67
14683,2020,San Diego County,12,3332427,3332,30,0,2,7,21,98,15,25,58
14684,2020,San Diego County,1,3332427,3332,45,2,6,10,27,262,31,29,202
14685,2020,San Diego County,2,3332427,3332,48,0,2,8,38,253,37,26,190
14686,2020,San Diego County,3,3332427,3332,51,0,6,12,33,247,37,20,190
14687,2020,San Diego County,4,3332427,3332,58,1,8,11,38,283,43,26,214
14688,2020,San Diego County,5,3332427,3332,76,1,4,11,60,299,34,45,220
14689,2020,San Diego County,6,3332427,3332,67,0,6,12,49,293,38,44,211
14690,2020,San Diego County,7,3332427,3332,68,0,7,17,44,238,35,45,158
14691,2020,San Diego County,8,3332427,3332,62,0,10,16,36,261,44,42,175
14692,2020,San Diego County,9,3332427,3332,58,0,4,7,47,254,31,33,190
14693,2020,San Diego County,10,3332427,3332,57,0,6,7,44,257,41,30,186
14694,2020,San Diego County,11,3332427,3332,67,0,9,16,42,248,32,40,176
14695,2020,San Diego County,12,3332427,3332,60,0,5,12,43,285,22,39,224
14696,2020,San Diego County,1,3332427,3332,422,2,42,113,265,2176,294,419,1463
14697,2020,San Diego County,2,3332427,3332,362,2,42,93,225,2105,268,398,1439
14698,2020,San Diego County,3,3332427,3332,448,4,40,137,267,2025,288,412,1325
14699,2020,San Diego County,4,3332427,3332,364,6,28,79,251,1839,262,389,1188
14700,2020,San Diego County,5,3332427,3332,399,7,33,88,271,1852,257,392,1203
14701,2020,San Diego County,6,3332427,3332,423,6,41,86,290,2081,260,470,1351
14702,2020,San Diego County,7,3332427,3332,481,4,51,108,318,1749,302,395,1052
14703,2020,San Diego County,8,3332427,3332,503,2,43,109,349,1730,219,371,1140
14704,2020,San Diego County,9,3332427,3332,509,4,50,90,365,1805,255,391,1159
14705,2020,San Diego County,10,3332427,3332,485,5,38,96,346,2225,292,425,1508
14706,2020,San Diego County,11,3332427,3332,480,6,50,115,309,2338,306,415,1617
14707,2020,San Diego County,12,3332427,3332,427,8,27,93,299,2396,321,476,1599
14708,2020,San Diego County,1,3332427,3332,15,0,0,6,9,82,15,11,56
14709,2020,San Diego County,2,3332427,3332,13,0,3,1,9,81,14,8,59
14710,2020,San Diego County,3,3332427,3332,13,0,1,4,8,80,12,14,54
14711,2020,San Diego County,4,3332427,3332,13,0,0,2,11,89,9,18,62
14712,2020,San Diego County,5,3332427,3332,17,0,2,0,15,77,20,11,46
14713,2020,San Diego County,6,3332427,3332,19,0,0,2,17,74,10,14,50
14714,2020,San Diego County,7,3332427,3332,19,0,0,4,15,72,12,13,47
14715,2020,San Diego County,8,3332427,3332,19,0,1,4,14,75,14,10,51
14716,2020,San Diego County,9,3332427,3332,21,0,1,5,15,65,16,8,41
14717,2020,San Diego County,10,3332427,3332,12,0,2,2,8,92,16,20,56
14718,2020,San Diego County,11,3332427,3332,14,0,2,3,9,97,17,25,55
14719,2020,San Diego County,12,3332427,3332,19,0,1,7,11,87,9,9,69
14720,2020,San Diego County,1,3332427,3332,40,0,0,12,28,119,14,16,89
14721,2020,San Diego County,2,3332427,3332,29,0,3,9,17,121,21,21,79
14722,2020,San Diego County,3,3332427,3332,25,1,4,9,11,108,16,17,75
14723,2020,San Diego County,4,3332427,3332,22,0,1,2,19,98,16,34,48
14724,2020,San Diego County,5,3332427,3332,34,0,2,8,24,112,16,31,65
14725,2020,San Diego County,6,3332427,3332,35,0,4,4,27,109,15,29,65
14726,2020,San Diego County,7,3332427,3332,33,0,2,7,24,108,23,24,61
14727,2020,San Diego County,8,3332427,3332,31,0,4,5,22,92,16,24,52
14728,2020,San Diego County,9,3332427,3332,30,0,3,5,22,72,6,19,47
14729,2020,San Diego County,10,3332427,3332,23,0,3,4,16,86,20,19,47
14730,2020,San Diego County,11,3332427,3332,20,0,1,1,18,82,15,17,50
14731,2020,San Diego County,12,3332427,3332,23,1,2,10,10,96,15,19,62
14732,2020,San Diego County,1,3332427,3332,1,0,0,1,0,24,7,1,16
14733,2020,San Diego County,2,3332427,3332,3,0,0,1,2,44,4,4,36
14734,2020,San Diego County,3,3332427,3332,3,0,1,0,2,25,5,1,19
14735,2020,San Diego County,4,3332427,3332,1,0,1,0,0,17,11,2,4
14736,2020,San Diego County,5,3332427,3332,0,0,0,0,0,11,5,0,6
14737,2020,San Diego County,6,3332427,3332,0,0,0,0,0,16,8,3,5
14738,2020,San Diego County,7,3332427,3332,0,0,0,0,0,6,1,0,5
14739,2020,San Diego County,8,3332427,3332,0,0,0,0,0,7,4,0,3
14740,2020,San Diego County,9,3332427,3332,1,0,0,1,0,25,5,0,20
14741,2020,San Diego County,10,3332427,3332,1,0,1,0,0,21,10,0,11
14742,2020,San Diego County,11,3332427,3332,0,0,0,0,0,14,6,1,7
14743,2020,San Diego County,12,3332427,3332,0,0,0,0,0,12,4,0,8
14744,2020,San Diego County,1,3332427,3332,9,0,1,0,8,40,2,0,38
14745,2020,San Diego County,2,3332427,3332,13,0,0,0,13,55,8,0,47
14746,2020,San Diego County,3,3332427,3332,3,0,0,1,2,38,5,1,32
14747,2020,San Diego County,4,3332427,3332,2,0,0,0,2,23,9,0,14
14748,2020,San Diego County,5,3332427,3332,5,0,0,2,3,25,7,1,17
14749,2020,San Diego County,6,3332427,3332,4,0,2,0,2,32,8,1,23
14750,2020,San Diego County,7,3332427,3332,4,0,1,1,2,51,11,0,40
14751,2020,San Diego County,8,3332427,3332,12,0,1,2,9,44,8,0,36
14752,2020,San Diego County,9,3332427,3332,13,0,1,6,6,30,4,0,26
14753,2020,San Diego County,10,3332427,3332,1,0,0,0,1,38,6,0,32
14754,2020,San Diego County,11,3332427,3332,4,0,1,1,2,35,2,0,33
14755,2020,San Diego County,12,3332427,3332,10,0,1,2,7,38,8,0,30
14756,2020,San Diego County,1,3332427,3332,0,0,0,0,0,0,0,0,0
14757,2020,San Diego County,2,3332427,3332,0,0,0,0,0,1,1,0,0
14758,2020,San Diego County,3,3332427,3332,0,0,0,0,0,0,0,0,0
14759,2020,San Diego County,4,3332427,3332,0,0,0,0,0,0,0,0,0
14760,2020,San Diego County,5,3332427,3332,0,0,0,0,0,0,0,0,0
14761,2020,San Diego County,6,3332427,3332,0,0,0,0,0,0,0,0,0
14762,2020,San Diego County,7,3332427,3332,0,0,0,0,0,0,0,0,0
14763,2020,San Diego County,8,3332427,3332,0,0,0,0,0,0,0,0,0
14764,2020,San Diego County,9,3332427,3332,0,0,0,0,0,0,0,0,0
14765,2020,San Diego County,10,3332427,3332,0,0,0,0,0,1,0,0,1
14766,2020,San Diego County,11,3332427,3332,0,0,0,0,0,0,0,0,0
14767,2020,San Diego County,12,3332427,3332,0,0,0,0,0,0,0,0,0
14768,2020,San Diego County,1,3332427,3332,0,0,0,0,0,0,0,0,0
14769,2020,San Diego County,2,3332427,3332,0,0,0,0,0,0,0,0,0
14770,2020,San Diego County,3,3332427,3332,0,0,0,0,0,0,0,0,0
14771,2020,San Diego County,4,3332427,3332,0,0,0,0,0,0,0,0,0
14772,2020,San Diego County,5,3332427,3332,0,0,0,0,0,0,0,0,0
14773,2020,San Diego County,6,3332427,3332,0,0,0,0,0,0,0,0,0
14774,2020,San Diego County,7,3332427,3332,0,0,0,0,0,0,0,0,0
14775,2020,San Diego County,8,3332427,3332,0,0,0,0,0,0,0,0,0
14776,2020,San Diego County,9,3332427,3332,0,0,0,0,0,0,0,0,0
14777,2020,San Diego County,10,3332427,3332,0,0,0,0,0,0,0,0,0
14778,2020,San Diego County,11,3332427,3332,0,0,0,0,0,0,0,0,0
14779,2020,San Diego County,12,3332427,3332,0,0,0,0,0,0,0,0,0
14780,2020,San Diego County,1,3332427,3332,1,0,0,0,1,6,1,0,5
14781,2020,San Diego County,2,3332427,3332,0,0,0,0,0,5,0,0,5
14782,2020,San Diego County,3,3332427,3332,0,0,0,0,0,2,1,0,1
14783,2020,San Diego County,4,3332427,3332,0,0,0,0,0,3,2,0,1
14784,2020,San Diego County,5,3332427,3332,0,0,0,0,0,2,0,0,2
14785,2020,San Diego County,6,3332427,3332,4,0,0,0,4,2,1,0,1
14786,2020,San Diego County,7,3332427,3332,3,0,0,0,3,7,0,0,7
14787,2020,San Diego County,8,3332427,3332,0,0,0,0,0,9,0,0,9
14788,2020,San Diego County,9,3332427,3332,0,0,0,0,0,18,0,0,18
14789,2020,San Diego County,10,3332427,3332,0,0,0,0,0,30,1,0,29
14790,2020,San Diego County,11,3332427,3332,0,0,0,0,0,6,0,0,6
14791,2020,San Diego County,12,3332427,3332,0,0,0,0,0,6,1,0,5
14792,2020,San Diego County,1,3332427,3332,0,0,0,0,0,1,0,0,1
14793,2020,San Diego County,2,3332427,3332,0,0,0,0,0,2,0,0,2
14794,2020,San Diego County,3,3332427,3332,0,0,0,0,0,3,1,0,2
14795,2020,San Diego County,4,3332427,3332,0,0,0,0,0,1,1,0,0
14796,2020,San Diego County,5,3332427,3332,0,0,0,0,0,2,0,1,1
14797,2020,San Diego County,6,3332427,3332,0,0,0,0,0,1,0,0,1
14798,2020,San Diego County,7,3332427,3332,0,0,0,0,0,0,0,0,0
14799,2020,San Diego County,8,3332427,3332,0,0,0,0,0,2,2,0,0
14800,2020,San Diego County,9,3332427,3332,0,0,0,0,0,1,0,0,1
14801,2020,San Diego County,10,3332427,3332,0,0,0,0,0,1,0,0,1
14802,2020,San Diego County,11,3332427,3332,0,0,0,0,0,1,0,0,1
14803,2020,San Diego County,12,3332427,3332,0,0,0,0,0,2,0,0,2
14804,2020,San Diego County,1,3332427,3332,2,0,1,0,1,91,20,6,65
14805,2020,San Diego County,2,3332427,3332,2,0,1,0,1,50,4,8,38
14806,2020,San Diego County,3,3332427,3332,2,0,0,1,1,39,2,2,35
14807,2020,San Diego County,4,3332427,3332,0,0,0,0,0,18,0,2,16
14808,2020,San Diego County,5,3332427,3332,0,0,0,0,0,21,1,1,19
14809,2020,San Diego County,6,3332427,3332,2,0,1,0,1,23,0,4,19
14810,2020,San Diego County,7,3332427,3332,0,0,0,0,0,31,1,1,29
14811,2020,San Diego County,8,3332427,3332,0,0,0,0,0,23,2,4,17
14812,2020,San Diego County,9,3332427,3332,0,0,0,0,0,39,1,2,36
14813,2020,San Diego County,10,3332427,3332,1,0,0,1,0,45,0,1,44
14814,2020,San Diego County,11,3332427,3332,1,0,0,0,1,36,2,3,31
14815,2020,San Diego County,12,3332427,3332,2,0,0,0,2,20,2,2,16
14816,2020,San Diego County,1,3332427,3332,1,0,0,0,1,18,0,11,7
14817,2020,San Diego County,2,3332427,3332,7,0,0,0,7,13,1,10,2
14818,2020,San Diego County,3,3332427,3332,1,0,0,0,1,12,0,7,5
14819,2020,San Diego County,4,3332427,3332,2,0,0,0,2,17,0,12,5
14820,2020,San Diego County,5,3332427,3332,2,0,0,0,2,29,0,26,3
14821,2020,San Diego County,6,3332427,3332,1,0,0,0,1,8,0,6,2
14822,2020,San Diego County,7,3332427,3332,1,0,0,0,1,7,0,6,1
14823,2020,San Diego County,8,3332427,3332,4,0,0,0,4,5,0,4,1
14824,2020,San Diego County,9,3332427,3332,2,0,0,0,2,8,0,6,2
14825,2020,San Diego County,10,3332427,3332,0,0,0,0,0,5,0,5,0
14826,2020,San Diego County,11,3332427,3332,2,0,0,0,2,20,0,18,2
14827,2020,San Diego County,12,3332427,3332,3,0,0,0,3,11,0,10,1
14828,2020,San Diego County,1,3332427,3332,24,0,2,11,11,47,5,7,35
14829,2020,San Diego County,2,3332427,3332,14,0,1,5,8,44,6,4,34
14830,2020,San Diego County,3,3332427,3332,13,0,1,5,7,35,3,6,26
14832,2020,San Diego County,5,3332427,3332,8,0,1,1,6,32,4,10,18
14833,2020,San Diego County,6,3332427,3332,8,0,1,2,5,23,2,9,12
14834,2020,San Diego County,7,3332427,3332,12,0,1,1,10,25,3,5,17
14835,2020,San Diego County,8,3332427,3332,12,0,1,5,6,30,2,10,18
14836,2020,San Diego County,9,3332427,3332,12,0,0,5,7,28,3,4,21
14837,2020,San Diego County,10,3332427,3332,14,0,0,5,9,38,10,6,22
14838,2020,San Diego County,11,3332427,3332,11,0,0,0,11,32,7,8,17
14839,2020,San Diego County,12,3332427,3332,13,0,1,0,12,55,5,8,42
14840,2020,San Diego County,1,3332427,3332,10,0,0,1,9,53,4,3,46
14841,2020,San Diego County,2,3332427,3332,8,0,0,2,6,46,2,4,40
14842,2020,San Diego County,3,3332427,3332,13,0,2,3,8,46,9,2,35
14843,2020,San Diego County,4,3332427,3332,9,0,0,1,8,30,3,9,18
14844,2020,San Diego County,5,3332427,3332,13,0,0,3,10,26,1,3,22
14845,2020,San Diego County,6,3332427,3332,26,0,1,5,20,33,8,5,20
14846,2020,San Diego County,7,3332427,3332,15,0,1,2,12,22,3,2,17
14847,2020,San Diego County,8,3332427,3332,14,0,0,0,14,31,6,5,20
14848,2020,San Diego County,9,3332427,3332,19,0,1,4,14,40,4,8,28
14850,2020,San Diego County,11,3332427,3332,10,0,3,1,6,45,3,6,36
14851,2020,San Diego County,12,3332427,3332,18,1,2,3,12,38,6,6,26
