,Year,County,Month,Country_Pop,County_Pop_('000s),Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LarcenyTheft_sum
0,2019,Alameda County,1,1668412,1668,50,0,1,19,30,195,23,48,124
1,2019,Alameda County,2,1668412,1668,49,1,2,19,27,187,34,47,106
2,2019,Alameda County,3,1668412,1668,52,1,1,20,30,153,20,23,110
3,2019,Alameda County,4,1668412,1668,60,0,3,15,42,174,41,34,99
4,2019,Alameda County,5,1668412,1668,62,0,1,23,38,180,31,38,111
5,2019,Alameda County,6,1668412,1668,53,1,1,19,32,168,28,43,97
6,2019,Alameda County,7,1668412,1668,51,0,2,14,35,184,25,41,118
7,2019,Alameda County,8,1668412,1668,54,0,5,17,32,197,35,40,122
8,2019,Alameda County,9,1668412,1668,43,0,3,12,28,175,27,35,113
9,2019,Alameda County,10,1668412,1668,46,1,3,19,23,209,37,57,115
10,2019,Alameda County,11,1668412,1668,43,1,4,10,28,150,23,33,94
11,2019,Alameda County,12,1668412,1668,70,0,1,23,46,197,30,52,115
12,2019,Alameda County,1,1668412,1668,8,0,0,4,4,172,17,22,133
13,2019,Alameda County,2,1668412,1668,13,0,1,9,3,217,26,45,146
14,2019,Alameda County,3,1668412,1668,12,0,0,8,4,233,18,34,181
16,2019,Alameda County,5,1668412,1668,16,0,0,8,8,192,12,30,150
17,2019,Alameda County,6,1668412,1668,15,0,2,8,5,199,10,39,150
18,2019,Alameda County,7,1668412,1668,13,0,0,6,7,236,30,52,154
19,2019,Alameda County,8,1668412,1668,17,0,1,10,6,209,16,41,152
20,2019,Alameda County,9,1668412,1668,11,0,0,7,4,192,15,27,150
21,2019,Alameda County,10,1668412,1668,14,0,1,6,7,263,21,19,223
22,2019,Alameda County,11,1668412,1668,13,0,2,8,3,194,13,19,162
23,2019,Alameda County,12,1668412,1668,11,0,1,8,2,215,26,30,159
24,2019,Alameda County,1,1668412,1668,5,0,1,2,2,57,8,2,47
25,2019,Alameda County,2,1668412,1668,3,0,0,1,2,54,8,4,42
26,2019,Alameda County,3,1668412,1668,3,0,1,2,0,33,6,2,25
27,2019,Alameda County,4,1668412,1668,3,0,1,0,2,40,9,1,30
28,2019,Alameda County,5,1668412,1668,3,0,0,3,0,36,5,4,27
29,2019,Alameda County,6,1668412,1668,6,0,1,4,1,57,12,4,41
30,2019,Alameda County,7,1668412,1668,4,0,1,2,1,71,14,3,54
31,2019,Alameda County,8,1668412,1668,2,0,0,1,1,64,12,6,46
32,2019,Alameda County,9,1668412,1668,2,0,1,1,0,75,3,10,62
33,2019,Alameda County,10,1668412,1668,1,0,0,1,0,76,7,7,62
34,2019,Alameda County,11,1668412,1668,3,0,1,1,1,65,6,1,58
35,2019,Alameda County,12,1668412,1668,5,0,1,3,1,57,15,2,40
36,2019,Alameda County,1,1668412,1668,52,0,3,33,16,561,115,37,409
37,2019,Alameda County,2,1668412,1668,37,0,1,22,14,441,60,40,341
38,2019,Alameda County,3,1668412,1668,43,0,3,29,11,433,80,36,317
39,2019,Alameda County,4,1668412,1668,56,0,6,36,14,465,54,36,375
40,2019,Alameda County,5,1668412,1668,51,0,4,35,12,437,49,41,347
41,2019,Alameda County,6,1668412,1668,44,0,8,19,17,439,46,36,357
42,2019,Alameda County,7,1668412,1668,53,0,8,31,14,508,70,40,398
43,2019,Alameda County,8,1668412,1668,53,0,8,27,18,605,44,55,506
44,2019,Alameda County,9,1668412,1668,63,0,11,38,14,576,50,60,466
45,2019,Alameda County,10,1668412,1668,63,0,10,37,16,621,52,52,517
46,2019,Alameda County,11,1668412,1668,48,0,5,29,14,551,76,27,448
47,2019,Alameda County,12,1668412,1668,55,0,7,33,15,619,75,32,512
48,2019,Alameda County,1,1668412,1668,16,0,2,10,4,217,13,12,192
49,2019,Alameda County,2,1668412,1668,12,0,1,8,3,207,10,10,187
50,2019,Alameda County,3,1668412,1668,24,0,1,19,4,213,10,8,195
51,2019,Alameda County,4,1668412,1668,15,0,0,14,1,185,3,8,174
52,2019,Alameda County,5,1668412,1668,10,0,0,7,3,190,10,9,171
53,2019,Alameda County,6,1668412,1668,11,0,0,7,4,212,5,7,200
54,2019,Alameda County,7,1668412,1668,13,0,1,5,7,236,7,11,218
55,2019,Alameda County,8,1668412,1668,15,0,1,10,4,209,4,8,197
56,2019,Alameda County,9,1668412,1668,17,0,1,15,1,216,10,10,196
57,2019,Alameda County,10,1668412,1668,13,0,0,11,2,288,9,15,264
58,2019,Alameda County,11,1668412,1668,9,0,1,5,3,179,8,13,158
59,2019,Alameda County,12,1668412,1668,11,0,4,3,4,271,6,2,263
60,2019,Alameda County,1,1668412,1668,29,0,2,12,15,478,38,57,383
61,2019,Alameda County,2,1668412,1668,21,0,2,12,7,405,46,40,319
62,2019,Alameda County,3,1668412,1668,34,0,3,18,13,315,44,39,232
63,2019,Alameda County,4,1668412,1668,38,0,3,15,20,353,49,46,258
64,2019,Alameda County,5,1668412,1668,47,1,3,12,31,414,46,66,302
65,2019,Alameda County,6,1668412,1668,29,0,0,13,16,345,35,53,257
66,2019,Alameda County,7,1668412,1668,35,0,4,17,14,367,38,40,289
67,2019,Alameda County,8,1668412,1668,38,0,6,15,17,334,37,52,245
68,2019,Alameda County,9,1668412,1668,33,0,1,13,19,331,51,47,233
69,2019,Alameda County,10,1668412,1668,37,0,5,11,21,424,46,55,323
70,2019,Alameda County,11,1668412,1668,33,0,4,10,19,342,54,27,261
71,2019,Alameda County,12,1668412,1668,26,0,3,11,12,415,63,46,306
72,2019,Alameda County,1,1668412,1668,41,2,3,19,17,417,39,111,267
73,2019,Alameda County,2,1668412,1668,39,0,5,24,10,406,51,110,245
74,2019,Alameda County,3,1668412,1668,35,0,3,18,14,419,39,86,294
75,2019,Alameda County,4,1668412,1668,58,0,6,24,28,397,43,93,261
76,2019,Alameda County,5,1668412,1668,45,0,8,21,16,406,35,113,258
77,2019,Alameda County,6,1668412,1668,47,1,3,22,21,340,30,107,203
78,2019,Alameda County,7,1668412,1668,51,0,5,28,18,438,42,102,294
79,2019,Alameda County,8,1668412,1668,53,0,4,26,23,363,25,92,246
80,2019,Alameda County,9,1668412,1668,57,0,5,27,25,398,40,83,275
81,2019,Alameda County,10,1668412,1668,40,0,5,17,18,460,38,117,305
82,2019,Alameda County,11,1668412,1668,46,0,6,28,12,428,36,121,271
83,2019,Alameda County,12,1668412,1668,40,2,1,21,16,414,30,106,278
84,2019,Alameda County,1,1668412,1668,16,0,5,3,8,113,12,8,93
85,2019,Alameda County,2,1668412,1668,23,0,3,2,18,167,12,14,141
86,2019,Alameda County,3,1668412,1668,24,0,0,5,19,146,15,7,124
87,2019,Alameda County,4,1668412,1668,9,0,3,3,3,133,16,17,100
88,2019,Alameda County,5,1668412,1668,19,0,4,5,10,103,14,11,78
89,2019,Alameda County,6,1668412,1668,22,0,6,3,13,130,16,9,105
90,2019,Alameda County,7,1668412,1668,14,1,1,2,10,163,9,10,144
91,2019,Alameda County,8,1668412,1668,19,1,3,2,13,151,5,11,135
92,2019,Alameda County,9,1668412,1668,9,0,1,3,5,92,4,11,77
93,2019,Alameda County,10,1668412,1668,12,0,2,3,7,103,8,14,81
94,2019,Alameda County,11,1668412,1668,13,0,1,4,8,113,6,10,97
95,2019,Alameda County,12,1668412,1668,13,0,1,4,8,140,22,14,104
96,2019,Alameda County,1,1668412,1668,4,0,1,3,0,158,16,5,137
97,2019,Alameda County,2,1668412,1668,7,0,3,0,4,147,21,11,115
98,2019,Alameda County,3,1668412,1668,7,0,0,5,2,89,13,9,67
99,2019,Alameda County,4,1668412,1668,10,0,1,5,4,85,16,8,61
100,2019,Alameda County,5,1668412,1668,7,0,0,4,3,123,15,9,99
101,2019,Alameda County,6,1668412,1668,10,0,2,5,3,105,12,5,88
102,2019,Alameda County,7,1668412,1668,6,0,0,2,4,135,17,15,103
103,2019,Alameda County,8,1668412,1668,4,0,1,0,3,95,9,10,76
104,2019,Alameda County,9,1668412,1668,6,0,2,2,2,100,8,7,85
105,2019,Alameda County,10,1668412,1668,8,0,1,6,1,137,22,23,92
106,2019,Alameda County,11,1668412,1668,13,0,2,5,6,109,17,8,84
107,2019,Alameda County,12,1668412,1668,3,0,0,3,0,116,21,12,83
108,2019,Alameda County,1,1668412,1668,472,9,27,247,189,2208,249,468,1491
109,2019,Alameda County,2,1668412,1668,368,5,16,190,157,2096,195,362,1539
110,2019,Alameda County,3,1668412,1668,438,6,39,211,182,2102,186,437,1479
111,2019,Alameda County,4,1668412,1668,465,6,35,230,194,2097,220,424,1453
112,2019,Alameda County,5,1668412,1668,457,7,30,227,193,2228,199,447,1582
113,2019,Alameda County,6,1668412,1668,500,7,45,232,216,1322,168,374,780
114,2019,Alameda County,7,1668412,1668,453,7,23,241,182,2427,264,438,1725
115,2019,Alameda County,8,1668412,1668,477,3,36,273,165,2409,243,411,1755
116,2019,Alameda County,9,1668412,1668,516,9,32,275,200,2534,228,400,1906
117,2019,Alameda County,10,1668412,1668,491,5,27,270,189,2949,221,450,2278
118,2019,Alameda County,11,1668412,1668,428,5,27,204,192,2716,188,385,2143
119,2019,Alameda County,12,1668412,1668,455,9,35,259,152,2780,238,445,2097
120,2019,Alameda County,1,1668412,1668,1,0,0,1,0,18,3,5,10
121,2019,Alameda County,2,1668412,1668,1,0,0,0,1,11,3,0,8
122,2019,Alameda County,3,1668412,1668,2,0,0,1,1,14,5,2,7
123,2019,Alameda County,4,1668412,1668,0,0,0,0,0,17,1,4,12
124,2019,Alameda County,5,1668412,1668,3,0,0,0,3,20,3,1,16
125,2019,Alameda County,6,1668412,1668,2,0,1,0,1,15,1,0,14
126,2019,Alameda County,7,1668412,1668,0,0,0,0,0,22,5,0,17
127,2019,Alameda County,8,1668412,1668,2,0,0,2,0,33,6,0,27
128,2019,Alameda County,9,1668412,1668,0,0,0,0,0,10,2,2,6
129,2019,Alameda County,10,1668412,1668,1,0,1,0,0,28,5,1,22
130,2019,Alameda County,11,1668412,1668,1,0,1,0,0,17,6,2,9
131,2019,Alameda County,12,1668412,1668,1,0,0,1,0,22,6,2,14
132,2019,Alameda County,1,1668412,1668,17,0,1,11,5,142,16,4,122
133,2019,Alameda County,2,1668412,1668,7,0,1,3,3,136,12,3,121
134,2019,Alameda County,3,1668412,1668,6,0,0,3,3,137,9,9,119
135,2019,Alameda County,4,1668412,1668,10,0,2,5,3,120,19,3,98
136,2019,Alameda County,5,1668412,1668,9,0,1,3,5,128,10,10,108
137,2019,Alameda County,6,1668412,1668,10,0,1,5,4,108,13,6,89
138,2019,Alameda County,7,1668412,1668,5,0,1,2,2,159,11,12,136
139,2019,Alameda County,8,1668412,1668,9,0,2,5,2,145,10,15,120
140,2019,Alameda County,9,1668412,1668,14,0,2,5,7,127,15,13,99
142,2019,Alameda County,11,1668412,1668,7,0,0,5,2,155,14,10,131
143,2019,Alameda County,12,1668412,1668,9,0,2,5,2,150,11,6,133
144,2019,Alameda County,1,1668412,1668,47,0,2,33,12,290,20,57,213
145,2019,Alameda County,2,1668412,1668,36,0,1,24,11,305,45,54,206
146,2019,Alameda County,3,1668412,1668,32,0,1,24,7,271,26,55,190
147,2019,Alameda County,4,1668412,1668,29,0,1,19,9,297,20,63,214
148,2019,Alameda County,5,1668412,1668,42,0,0,31,11,343,36,83,224
149,2019,Alameda County,6,1668412,1668,40,0,6,18,16,316,39,72,205
150,2019,Alameda County,7,1668412,1668,34,0,2,20,12,384,30,66,288
151,2019,Alameda County,8,1668412,1668,44,0,2,28,14,337,34,65,238
152,2019,Alameda County,9,1668412,1668,33,0,0,25,8,390,36,73,281
153,2019,Alameda County,10,1668412,1668,41,0,2,23,16,427,27,93,307
154,2019,Alameda County,11,1668412,1668,42,0,1,20,21,302,21,45,236
155,2019,Alameda County,12,1668412,1668,34,0,0,18,16,443,41,63,339
156,2019,Alameda County,1,1668412,1668,28,0,4,9,15,172,21,18,133
157,2019,Alameda County,2,1668412,1668,21,0,0,9,12,130,9,19,102
158,2019,Alameda County,3,1668412,1668,27,0,0,11,16,128,13,19,96
159,2019,Alameda County,4,1668412,1668,17,0,1,2,14,117,11,19,87
160,2019,Alameda County,5,1668412,1668,26,0,0,8,18,131,22,15,94
161,2019,Alameda County,6,1668412,1668,29,0,1,9,19,115,19,8,88
162,2019,Alameda County,7,1668412,1668,19,0,0,5,14,188,16,16,156
163,2019,Alameda County,8,1668412,1668,12,0,1,7,4,155,21,11,123
164,2019,Alameda County,9,1668412,1668,35,0,0,7,28,132,9,23,100
165,2019,Alameda County,10,1668412,1668,17,0,0,3,14,153,14,20,119
166,2019,Alameda County,11,1668412,1668,20,2,0,4,14,131,19,26,86
167,2019,Alameda County,12,1668412,1668,26,0,1,5,20,166,18,32,116
168,2019,Alameda County,1,1668412,1668,1,0,0,1,0,32,9,0,23
169,2019,Alameda County,2,1668412,1668,1,0,0,1,0,15,4,1,10
170,2019,Alameda County,3,1668412,1668,2,0,0,1,1,22,5,0,17
171,2019,Alameda County,4,1668412,1668,5,0,1,1,3,33,6,3,24
172,2019,Alameda County,5,1668412,1668,6,0,1,1,4,18,3,0,15
173,2019,Alameda County,6,1668412,1668,3,0,1,0,2,34,3,0,31
174,2019,Alameda County,7,1668412,1668,7,0,0,3,4,48,8,1,39
175,2019,Alameda County,8,1668412,1668,4,0,0,3,1,30,8,0,22
176,2019,Alameda County,9,1668412,1668,6,0,0,4,2,39,8,1,30
177,2019,Alameda County,10,1668412,1668,3,0,0,3,0,35,5,3,27
178,2019,Alameda County,11,1668412,1668,4,0,0,2,2,37,9,1,27
179,2019,Alameda County,12,1668412,1668,2,0,0,1,1,14,5,0,9
180,2019,Alameda County,1,1668412,1668,0,0,0,0,0,4,1,1,2
181,2019,Alameda County,2,1668412,1668,1,0,1,0,0,6,3,0,3
182,2019,Alameda County,3,1668412,1668,1,0,1,0,0,2,1,0,1
183,2019,Alameda County,4,1668412,1668,0,0,0,0,0,8,4,0,4
184,2019,Alameda County,5,1668412,1668,1,0,1,0,0,6,1,0,5
185,2019,Alameda County,6,1668412,1668,0,0,0,0,0,2,1,0,1
186,2019,Alameda County,7,1668412,1668,0,0,0,0,0,4,0,0,4
187,2019,Alameda County,8,1668412,1668,1,0,0,0,1,19,0,1,18
188,2019,Alameda County,9,1668412,1668,0,0,0,0,0,17,2,0,15
189,2019,Alameda County,10,1668412,1668,0,0,0,0,0,11,0,0,11
190,2019,Alameda County,11,1668412,1668,0,0,0,0,0,12,1,1,10
191,2019,Alameda County,12,1668412,1668,0,0,0,0,0,5,1,0,4
192,2019,Alameda County,1,1668412,1668,0,0,0,0,0,1,0,0,1
193,2019,Alameda County,2,1668412,1668,0,0,0,0,0,0,0,0,0
194,2019,Alameda County,3,1668412,1668,0,0,0,0,0,3,2,0,1
195,2019,Alameda County,4,1668412,1668,0,0,0,0,0,1,1,0,0
196,2019,Alameda County,5,1668412,1668,0,0,0,0,0,4,4,0,0
197,2019,Alameda County,6,1668412,1668,0,0,0,0,0,1,1,0,0
198,2019,Alameda County,7,1668412,1668,0,0,0,0,0,5,5,0,0
199,2019,Alameda County,8,1668412,1668,0,0,0,0,0,4,3,0,1
200,2019,Alameda County,9,1668412,1668,0,0,0,0,0,2,1,0,1
201,2019,Alameda County,10,1668412,1668,0,0,0,0,0,0,0,0,0
202,2019,Alameda County,11,1668412,1668,0,0,0,0,0,3,0,0,3
203,2019,Alameda County,12,1668412,1668,1,0,0,0,1,5,3,0,2
204,2019,Alameda County,1,1668412,1668,25,0,0,20,5,150,1,9,140
205,2019,Alameda County,2,1668412,1668,22,0,0,18,4,94,0,11,83
206,2019,Alameda County,3,1668412,1668,27,1,1,19,6,154,1,13,140
207,2019,Alameda County,4,1668412,1668,23,0,1,15,7,123,0,6,117
208,2019,Alameda County,5,1668412,1668,26,0,0,24,2,142,0,13,129
209,2019,Alameda County,6,1668412,1668,24,0,0,18,6,142,2,10,130
210,2019,Alameda County,7,1668412,1668,25,0,0,23,2,196,5,15,176
211,2019,Alameda County,8,1668412,1668,16,0,0,11,5,171,0,14,157
212,2019,Alameda County,9,1668412,1668,24,0,0,22,2,189,1,17,171
213,2019,Alameda County,10,1668412,1668,33,0,0,26,7,200,2,17,181
214,2019,Alameda County,11,1668412,1668,19,1,0,16,2,127,1,11,115
215,2019,Alameda County,12,1668412,1668,18,0,0,15,3,108,0,13,95
216,2019,Alameda County,1,1668412,1668,17,0,0,6,11,128,11,15,102
217,2019,Alameda County,2,1668412,1668,7,0,1,5,1,129,10,3,116
218,2019,Alameda County,3,1668412,1668,10,0,0,4,6,131,10,13,108
219,2019,Alameda County,4,1668412,1668,6,0,0,4,2,94,8,4,82
220,2019,Alameda County,5,1668412,1668,10,0,1,3,6,106,14,11,81
221,2019,Alameda County,6,1668412,1668,7,0,1,2,4,79,6,5,68
222,2019,Alameda County,7,1668412,1668,5,0,1,3,1,86,6,7,73
223,2019,Alameda County,8,1668412,1668,7,0,1,2,4,97,10,4,83
224,2019,Alameda County,9,1668412,1668,7,0,0,1,6,89,10,14,65
225,2019,Alameda County,10,1668412,1668,14,0,0,6,8,123,11,8,104
226,2019,Alameda County,11,1668412,1668,8,0,1,4,3,87,7,5,75
227,2019,Alameda County,12,1668412,1668,9,0,1,3,5,110,11,4,95
228,2019,Alameda County,1,1668412,1668,4,0,2,1,1,62,2,0,60
229,2019,Alameda County,2,1668412,1668,4,0,1,2,1,61,1,10,50
230,2019,Alameda County,3,1668412,1668,5,0,2,3,0,57,2,2,53
231,2019,Alameda County,4,1668412,1668,6,1,1,1,3,61,5,7,49
232,2019,Alameda County,5,1668412,1668,5,0,0,3,2,70,5,6,59
233,2019,Alameda County,6,1668412,1668,2,0,1,0,1,65,12,6,47
234,2019,Alameda County,7,1668412,1668,4,0,0,1,3,57,2,2,53
235,2019,Alameda County,8,1668412,1668,9,0,2,3,4,66,3,4,59
236,2019,Alameda County,9,1668412,1668,6,0,0,1,5,92,8,9,75
237,2019,Alameda County,10,1668412,1668,11,0,2,4,5,63,7,4,52
238,2019,Alameda County,11,1668412,1668,11,0,1,2,8,66,6,7,53
239,2019,Alameda County,12,1668412,1668,3,0,1,1,1,43,3,4,36
240,2019,Alameda County,1,1668412,1668,0,0,0,0,0,12,0,11,1
241,2019,Alameda County,2,1668412,1668,0,0,0,0,0,9,0,7,2
242,2019,Alameda County,3,1668412,1668,0,0,0,0,0,14,0,12,2
243,2019,Alameda County,4,1668412,1668,0,0,0,0,0,23,0,18,5
244,2019,Alameda County,5,1668412,1668,0,0,0,0,0,21,0,15,6
245,2019,Alameda County,6,1668412,1668,0,0,0,0,0,11,0,8,3
246,2019,Alameda County,7,1668412,1668,0,0,0,0,0,16,0,14,2
247,2019,Alameda County,8,1668412,1668,0,0,0,0,0,46,0,40,6
248,2019,Alameda County,9,1668412,1668,0,0,0,0,0,18,0,14,4
249,2019,Alameda County,10,1668412,1668,0,0,0,0,0,10,0,7,3
250,2019,Alameda County,11,1668412,1668,0,0,0,0,0,16,0,13,3
251,2019,Alameda County,12,1668412,1668,0,0,0,0,0,11,0,8,3
252,2019,Alpine County,1,1113,1,1,0,0,0,1,3,0,0,3
253,2019,Alpine County,2,1113,1,0,0,0,0,0,1,0,1,0
254,2019,Alpine County,3,1113,1,2,0,1,0,1,0,0,0,0
255,2019,Alpine County,4,1113,1,2,0,0,0,2,0,0,0,0
256,2019,Alpine County,5,1113,1,2,0,0,0,2,0,0,0,0
257,2019,Alpine County,6,1113,1,0,0,0,0,0,2,1,0,1
258,2019,Alpine County,7,1113,1,1,0,0,0,1,7,2,0,5
259,2019,Alpine County,8,1113,1,1,0,1,0,0,5,3,0,2
260,2019,Alpine County,9,1113,1,0,0,0,0,0,1,0,1,0
261,2019,Alpine County,10,1113,1,2,0,0,0,2,2,1,0,1
262,2019,Alpine County,11,1113,1,0,0,0,0,0,1,1,0,0
263,2019,Alpine County,12,1113,1,2,0,0,0,2,7,4,1,2
264,2019,Alpine County,1,1113,1,0,0,0,0,0,0,0,0,0
265,2019,Alpine County,2,1113,1,0,0,0,0,0,0,0,0,0
266,2019,Alpine County,3,1113,1,0,0,0,0,0,0,0,0,0
267,2019,Alpine County,4,1113,1,0,0,0,0,0,1,0,0,1
268,2019,Alpine County,5,1113,1,0,0,0,0,0,0,0,0,0
269,2019,Alpine County,6,1113,1,0,0,0,0,0,0,0,0,0
270,2019,Alpine County,7,1113,1,0,0,0,0,0,1,0,1,0
271,2019,Alpine County,8,1113,1,0,0,0,0,0,1,1,0,0
272,2019,Alpine County,9,1113,1,0,0,0,0,0,0,0,0,0
273,2019,Alpine County,10,1113,1,0,0,0,0,0,0,0,0,0
274,2019,Alpine County,11,1113,1,0,0,0,0,0,0,0,0,0
275,2019,Alpine County,12,1113,1,0,0,0,0,0,0,0,0,0
276,2019,Amador County,1,39693,40,2,0,0,0,2,39,13,0,26
277,2019,Amador County,2,39693,40,2,0,0,0,2,25,5,0,20
278,2019,Amador County,3,39693,40,6,0,0,1,5,34,8,0,26
279,2019,Amador County,4,39693,40,8,0,0,1,7,37,13,0,24
280,2019,Amador County,5,39693,40,10,1,2,0,7,31,17,0,14
281,2019,Amador County,6,39693,40,3,0,0,1,2,35,18,0,17
282,2019,Amador County,7,39693,40,9,0,2,0,7,32,4,2,26
284,2019,Amador County,9,39693,40,8,0,0,3,5,53,23,0,30
285,2019,Amador County,10,39693,40,6,0,0,0,6,52,19,0,33
286,2019,Amador County,11,39693,40,7,0,0,1,6,18,5,0,13
287,2019,Amador County,12,39693,40,3,0,0,0,3,28,8,0,20
288,2019,Amador County,1,39693,40,1,0,0,0,1,5,2,1,2
289,2019,Amador County,2,39693,40,0,0,0,0,0,3,0,0,3
290,2019,Amador County,3,39693,40,1,0,0,0,1,2,1,0,1
291,2019,Amador County,4,39693,40,2,0,0,0,2,2,0,0,2
292,2019,Amador County,5,39693,40,0,0,0,0,0,8,2,0,6
293,2019,Amador County,6,39693,40,0,0,0,0,0,6,1,0,5
294,2019,Amador County,7,39693,40,0,0,0,0,0,0,0,0,0
295,2019,Amador County,8,39693,40,0,0,0,0,0,6,0,0,6
296,2019,Amador County,9,39693,40,1,0,0,0,1,5,2,0,3
297,2019,Amador County,10,39693,40,3,0,0,1,2,5,1,1,3
298,2019,Amador County,11,39693,40,3,0,1,0,2,4,0,0,4
299,2019,Amador County,12,39693,40,0,0,0,0,0,0,0,0,0
300,2019,Amador County,1,39693,40,3,0,0,0,3,12,1,0,11
301,2019,Amador County,2,39693,40,2,0,0,0,2,11,0,0,11
302,2019,Amador County,3,39693,40,3,0,0,0,3,15,1,0,14
303,2019,Amador County,4,39693,40,3,0,0,0,3,9,0,0,9
304,2019,Amador County,5,39693,40,3,0,1,0,2,6,0,1,5
305,2019,Amador County,6,39693,40,1,0,0,0,1,12,2,3,7
306,2019,Amador County,7,39693,40,2,0,0,0,2,14,3,5,6
307,2019,Amador County,8,39693,40,1,0,1,0,0,10,0,0,10
308,2019,Amador County,9,39693,40,5,0,0,0,5,10,1,0,9
309,2019,Amador County,10,39693,40,2,0,0,0,2,7,5,0,2
310,2019,Amador County,11,39693,40,3,0,1,0,2,16,1,1,14
311,2019,Amador County,12,39693,40,2,0,0,0,2,11,1,1,9
312,2019,Amador County,1,39693,40,0,0,0,0,0,6,1,1,4
313,2019,Amador County,2,39693,40,1,0,1,0,0,1,0,0,1
314,2019,Amador County,3,39693,40,0,0,0,0,0,1,0,0,1
315,2019,Amador County,4,39693,40,0,0,0,0,0,2,0,0,2
316,2019,Amador County,5,39693,40,0,0,0,0,0,2,0,0,2
317,2019,Amador County,6,39693,40,1,0,0,0,1,7,2,1,4
318,2019,Amador County,7,39693,40,1,0,0,0,1,6,1,1,4
319,2019,Amador County,8,39693,40,0,0,0,0,0,4,0,1,3
320,2019,Amador County,9,39693,40,0,0,0,0,0,7,1,1,5
321,2019,Amador County,10,39693,40,0,0,0,0,0,3,1,1,1
322,2019,Amador County,11,39693,40,0,0,0,0,0,3,1,0,2
323,2019,Amador County,12,39693,40,0,0,0,0,0,2,1,0,1
324,2019,Amador County,1,39693,40,0,0,0,0,0,0,0,0,0
325,2019,Amador County,2,39693,40,0,0,0,0,0,0,0,0,0
326,2019,Amador County,3,39693,40,0,0,0,0,0,0,0,0,0
327,2019,Amador County,4,39693,40,0,0,0,0,0,0,0,0,0
328,2019,Amador County,5,39693,40,0,0,0,0,0,0,0,0,0
329,2019,Amador County,6,39693,40,0,0,0,0,0,0,0,0,0
330,2019,Amador County,7,39693,40,0,0,0,0,0,0,0,0,0
331,2019,Amador County,8,39693,40,0,0,0,0,0,0,0,0,0
332,2019,Amador County,9,39693,40,0,0,0,0,0,0,0,0,0
333,2019,Amador County,10,39693,40,0,0,0,0,0,0,0,0,0
334,2019,Amador County,11,39693,40,0,0,0,0,0,0,0,0,0
335,2019,Amador County,12,39693,40,0,0,0,0,0,0,0,0,0
336,2019,Amador County,1,39693,40,0,0,0,0,0,2,0,0,2
337,2019,Amador County,2,39693,40,0,0,0,0,0,3,0,3,0
338,2019,Amador County,3,39693,40,0,0,0,0,0,4,0,2,2
339,2019,Amador County,4,39693,40,0,0,0,0,0,1,0,1,0
340,2019,Amador County,5,39693,40,0,0,0,0,0,4,0,2,2
341,2019,Amador County,6,39693,40,0,0,0,0,0,3,0,2,1
342,2019,Amador County,7,39693,40,0,0,0,0,0,3,0,2,1
343,2019,Amador County,8,39693,40,0,0,0,0,0,3,0,2,1
344,2019,Amador County,9,39693,40,0,0,0,0,0,0,0,0,0
345,2019,Amador County,10,39693,40,0,0,0,0,0,3,0,1,2
346,2019,Amador County,11,39693,40,0,0,0,0,0,2,0,0,2
347,2019,Amador County,12,39693,40,0,0,0,0,0,3,0,1,2
348,2019,Butte County,1,218726,219,21,0,1,6,14,93,33,1,59
349,2019,Butte County,2,218726,219,25,0,3,4,18,122,47,0,75
350,2019,Butte County,3,218726,219,30,1,1,2,26,106,40,8,58
351,2019,Butte County,4,218726,219,30,0,6,2,22,129,52,3,74
352,2019,Butte County,5,218726,219,27,2,1,2,22,119,45,4,70
353,2019,Butte County,6,218726,219,23,0,2,1,20,107,49,1,57
354,2019,Butte County,7,218726,219,29,0,0,3,26,121,53,1,67
355,2019,Butte County,8,218726,219,28,1,6,0,21,89,48,5,36
356,2019,Butte County,9,218726,219,17,0,4,1,12,104,41,4,59
357,2019,Butte County,10,218726,219,19,0,1,4,14,90,37,5,48
358,2019,Butte County,11,218726,219,18,0,4,3,11,97,28,6,63
359,2019,Butte County,12,218726,219,16,1,3,0,12,113,51,4,58
360,2019,Butte County,1,218726,219,0,0,0,0,0,0,0,0,0
361,2019,Butte County,2,218726,219,1,0,0,0,1,0,0,0,0
362,2019,Butte County,3,218726,219,0,0,0,0,0,1,0,0,1
363,2019,Butte County,4,218726,219,0,0,0,0,0,2,0,1,1
364,2019,Butte County,5,218726,219,1,0,0,0,1,0,0,0,0
365,2019,Butte County,6,218726,219,0,0,0,0,0,0,0,0,0
366,2019,Butte County,7,218726,219,0,0,0,0,0,3,1,0,2
367,2019,Butte County,8,218726,219,0,0,0,0,0,2,0,0,2
368,2019,Butte County,9,218726,219,1,0,1,0,0,4,0,0,4
369,2019,Butte County,10,218726,219,0,0,0,0,0,1,1,0,0
370,2019,Butte County,11,218726,219,0,0,0,0,0,2,0,2,0
371,2019,Butte County,12,218726,219,0,0,0,0,0,2,1,1,0
372,2019,Butte County,1,218726,219,49,0,7,8,34,193,29,30,134
373,2019,Butte County,2,218726,219,59,0,12,14,33,210,28,28,154
374,2019,Butte County,3,218726,219,45,0,5,12,28,194,25,31,138
375,2019,Butte County,4,218726,219,45,0,8,7,30,231,19,53,159
376,2019,Butte County,5,218726,219,60,0,12,10,38,170,12,30,128
