,year,county,month,county_pop,violent,homicide,rape,robbery,agg_assault,property,burglary,vehicle_theft,larceny_theft
6337,2019,San Luis Obispo County,8,282728,6,0,0,1,5,33,6,1,26
6338,2019,San Luis Obispo County,9,282728,1,0,0,0,1,30,3,0,27
6339,2019,San Luis Obispo County,10,282728,4,0,0,0,4,12,0,1,11
6340,2019,San Luis Obispo County,11,282728,2,0,0,2,0,21,2,3,16
6341,2019,San Luis Obispo County,12,282728,0,0,0,0,0,22,1,4,17
6342,2019,San Luis Obispo County,1,282728,3,0,0,0,3,21,4,2,15
6343,2019,San Luis Obispo County,2,282728,1,0,0,1,0,21,0,5,16
6344,2019,San Luis Obispo County,3,282728,3,0,1,0,2,21,9,2,10
6345,2019,San Luis Obispo County,4,282728,1,0,0,0,1,13,6,2,5
6346,2019,San Luis Obispo County,5,282728,2,0,1,0,1,19,6,1,12
6347,2019,San Luis Obispo County,6,282728,0,0,0,0,0,13,4,2,7
6348,2019,San Luis Obispo County,7,282728,0,0,0,0,0,26,6,3,17
6349,2019,San Luis Obispo County,8,282728,1,0,1,0,0,28,7,3,18
6350,2019,San Luis Obispo County,9,282728,0,0,0,0,0,20,4,1,15
6351,2019,San Luis Obispo County,10,282728,0,0,0,0,0,25,5,2,18
6352,2019,San Luis Obispo County,11,282728,0,0,0,0,0,14,2,2,10
6353,2019,San Luis Obispo County,12,282728,2,0,0,0,2,18,3,7,8
6354,2019,San Luis Obispo County,1,282728,1,0,0,0,1,9,3,1,5
6355,2019,San Luis Obispo County,3,282728,0,0,0,0,0,8,0,0,8
6356,2019,San Luis Obispo County,4,282728,1,0,0,1,0,22,2,1,19
6357,2019,San Luis Obispo County,5,282728,0,0,0,0,0,4,0,0,4
6358,2019,San Luis Obispo County,6,282728,1,0,0,0,1,18,4,2,12
6359,2019,San Luis Obispo County,7,282728,4,0,1,0,3,14,0,0,14
6360,2019,San Luis Obispo County,8,282728,0,0,0,0,0,9,2,0,7
6361,2019,San Luis Obispo County,9,282728,3,0,0,0,3,5,1,1,3
6362,2019,San Luis Obispo County,10,282728,1,0,0,0,1,9,1,1,7
6363,2019,San Luis Obispo County,11,282728,6,0,0,1,5,9,0,1,8
6364,2019,San Luis Obispo County,12,282728,2,0,0,0,2,14,3,2,9
6365,2019,San Luis Obispo County,1,282728,4,0,0,0,4,71,9,3,59
6366,2019,San Luis Obispo County,2,282728,0,0,0,0,0,59,4,3,52
6367,2019,San Luis Obispo County,3,282728,3,0,1,1,1,45,7,2,36
6368,2019,San Luis Obispo County,4,282728,6,0,1,0,5,71,10,5,56
6369,2019,San Luis Obispo County,5,282728,5,0,0,0,5,59,9,4,46
6370,2019,San Luis Obispo County,6,282728,2,0,1,0,1,65,5,1,59
6371,2019,San Luis Obispo County,7,282728,6,0,0,3,3,57,6,4,47
6372,2019,San Luis Obispo County,8,282728,2,0,1,0,1,51,4,5,42
6373,2019,San Luis Obispo County,9,282728,7,0,3,2,2,44,9,4,31
6374,2019,San Luis Obispo County,10,282728,5,0,1,3,1,49,11,8,30
6375,2019,San Luis Obispo County,11,282728,5,0,1,3,1,36,1,3,32
6376,2019,San Luis Obispo County,12,282728,8,0,0,1,7,39,3,3,33
6377,2019,San Luis Obispo County,1,282728,2,0,0,2,0,24,5,1,18
6378,2019,San Luis Obispo County,2,282728,1,0,0,0,1,22,4,0,18
6379,2019,San Luis Obispo County,3,282728,2,0,0,0,2,21,7,0,14
6380,2019,San Luis Obispo County,4,282728,4,0,0,1,3,23,6,1,16
6381,2019,San Luis Obispo County,5,282728,1,0,0,0,1,28,12,1,15
6382,2019,San Luis Obispo County,6,282728,0,0,0,0,0,30,4,3,23
6383,2019,San Luis Obispo County,7,282728,1,0,0,0,1,39,11,2,26
6384,2019,San Luis Obispo County,8,282728,2,0,0,0,2,45,7,1,37
6385,2019,San Luis Obispo County,9,282728,7,0,0,1,6,27,13,2,12
6386,2019,San Luis Obispo County,10,282728,6,0,0,1,5,31,10,1,20
6387,2019,San Luis Obispo County,11,282728,2,0,0,1,1,31,8,2,21
6388,2019,San Luis Obispo County,12,282728,1,0,0,0,1,20,2,2,16
6389,2019,San Luis Obispo County,1,282728,14,0,5,4,5,162,9,3,150
6390,2019,San Luis Obispo County,2,282728,15,0,5,2,8,105,9,1,95
6391,2019,San Luis Obispo County,3,282728,12,0,2,0,10,139,13,9,117
6392,2019,San Luis Obispo County,4,282728,20,0,2,5,13,210,84,4,122
6393,2019,San Luis Obispo County,5,282728,19,0,2,3,14,162,21,5,136
6394,2019,San Luis Obispo County,6,282728,14,0,3,3,8,140,19,5,116
6395,2019,San Luis Obispo County,7,282728,17,0,5,3,9,150,21,5,124
6396,2019,San Luis Obispo County,8,282728,14,0,1,1,12,142,19,7,116
6397,2019,San Luis Obispo County,9,282728,16,0,5,3,8,118,18,13,87
6398,2019,San Luis Obispo County,10,282728,17,0,5,4,8,139,16,10,113
6399,2019,San Luis Obispo County,11,282728,21,0,6,2,13,152,35,7,110
6400,2019,San Luis Obispo County,12,282728,13,0,3,4,6,119,13,5,101
6401,2019,San Luis Obispo County,1,282728,1,0,0,0,1,11,2,0,9
6402,2019,San Luis Obispo County,2,282728,0,0,0,0,0,14,0,0,14
6403,2019,San Luis Obispo County,3,282728,0,0,0,0,0,8,0,0,8
6404,2019,San Luis Obispo County,4,282728,0,0,0,0,0,15,0,1,14
6405,2019,San Luis Obispo County,5,282728,0,0,0,0,0,26,1,1,24
6406,2019,San Luis Obispo County,6,282728,0,0,0,0,0,6,1,0,5
6407,2019,San Luis Obispo County,7,282728,1,0,1,0,0,4,3,0,1
6408,2019,San Luis Obispo County,8,282728,0,0,0,0,0,2,0,0,2
6409,2019,San Luis Obispo County,9,282728,0,0,0,0,0,9,3,0,6
6410,2019,San Luis Obispo County,10,282728,1,0,1,0,0,17,5,0,12
6411,2019,San Luis Obispo County,11,282728,1,0,1,0,0,7,0,0,7
6412,2019,San Luis Obispo County,12,282728,0,0,0,0,0,3,0,0,3
6413,2019,San Luis Obispo County,1,282728,2,0,1,0,1,58,6,6,46
6414,2019,San Luis Obispo County,2,282728,4,0,0,2,2,31,8,2,21
6415,2019,San Luis Obispo County,3,282728,4,0,0,0,4,31,7,0,24
6416,2019,San Luis Obispo County,4,282728,10,0,1,0,9,35,4,1,30
6417,2019,San Luis Obispo County,5,282728,2,0,1,1,0,45,7,4,34
6418,2019,San Luis Obispo County,6,282728,7,0,2,0,5,41,11,2,28
6419,2019,San Luis Obispo County,7,282728,4,0,0,0,4,33,12,1,20
6420,2019,San Luis Obispo County,8,282728,5,0,1,0,4,47,13,9,25
6421,2019,San Luis Obispo County,9,282728,9,0,0,1,8,47,8,8,31
6422,2019,San Luis Obispo County,10,282728,9,0,0,1,8,51,7,1,43
6423,2019,San Luis Obispo County,11,282728,3,0,0,1,2,42,7,2,33
6424,2019,San Luis Obispo County,12,282728,6,0,1,1,4,32,6,1,25
6425,2019,San Luis Obispo County,1,282728,0,0,0,0,0,0,0,0,0
6426,2019,San Luis Obispo County,2,282728,0,0,0,0,0,2,0,0,2
6427,2019,San Luis Obispo County,3,282728,0,0,0,0,0,0,0,0,0
6428,2019,San Luis Obispo County,4,282728,0,0,0,0,0,2,0,1,1
6429,2019,San Luis Obispo County,5,282728,0,0,0,0,0,0,0,0,0
6430,2019,San Luis Obispo County,6,282728,0,0,0,0,0,2,0,0,2
6431,2019,San Luis Obispo County,7,282728,0,0,0,0,0,4,0,0,4
6432,2019,San Luis Obispo County,8,282728,0,0,0,0,0,6,0,0,6
6433,2019,San Luis Obispo County,9,282728,0,0,0,0,0,3,0,0,3
6434,2019,San Luis Obispo County,10,282728,0,0,0,0,0,0,0,0,0
6435,2019,San Luis Obispo County,11,282728,0,0,0,0,0,3,0,0,3
6436,2019,San Luis Obispo County,12,282728,0,0,0,0,0,0,0,0,0
6437,2019,San Luis Obispo County,1,282728,0,0,0,0,0,2,0,0,2
6438,2019,San Luis Obispo County,2,282728,0,0,0,0,0,2,0,0,2
6439,2019,San Luis Obispo County,3,282728,0,0,0,0,0,0,0,0,0
6440,2019,San Luis Obispo County,4,282728,0,0,0,0,0,6,0,0,6
6441,2019,San Luis Obispo County,5,282728,0,0,0,0,0,2,1,0,1
6442,2019,San Luis Obispo County,6,282728,1,0,0,1,0,3,0,1,2
6443,2019,San Luis Obispo County,7,282728,1,0,0,0,1,5,0,0,5
6444,2019,San Luis Obispo County,8,282728,0,0,0,0,0,2,0,0,2
6445,2019,San Luis Obispo County,9,282728,0,0,0,0,0,3,0,0,3
6446,2019,San Luis Obispo County,10,282728,0,0,0,0,0,4,0,0,4
6447,2019,San Luis Obispo County,11,282728,0,0,0,0,0,3,0,1,2
6448,2019,San Luis Obispo County,12,282728,0,0,0,0,0,3,1,0,2
6449,2019,San Luis Obispo County,1,282728,5,0,0,0,5,0,0,0,0
6450,2019,San Luis Obispo County,2,282728,6,0,0,0,6,0,0,0,0
6451,2019,San Luis Obispo County,3,282728,3,0,0,0,3,0,0,0,0
6452,2019,San Luis Obispo County,4,282728,1,0,0,0,1,0,0,0,0
6453,2019,San Luis Obispo County,5,282728,3,0,0,0,3,0,0,0,0
6454,2019,San Luis Obispo County,6,282728,8,0,0,0,8,0,0,0,0
6455,2019,San Luis Obispo County,7,282728,4,0,0,0,4,0,0,0,0
6456,2019,San Luis Obispo County,8,282728,2,0,0,0,2,0,0,0,0
6457,2019,San Luis Obispo County,9,282728,9,0,0,0,9,0,0,0,0
6458,2019,San Luis Obispo County,10,282728,0,0,0,0,0,1,1,0,0
6459,2019,San Luis Obispo County,11,282728,1,0,0,0,1,0,0,0,0
6460,2019,San Luis Obispo County,12,282728,1,0,0,0,1,0,0,0,0
6461,2019,San Luis Obispo County,1,282728,0,0,0,0,0,0,0,0,0
6462,2019,San Luis Obispo County,2,282728,0,0,0,0,0,0,0,0,0
6463,2019,San Luis Obispo County,3,282728,0,0,0,0,0,0,0,0,0
6464,2019,San Luis Obispo County,4,282728,0,0,0,0,0,0,0,0,0
6465,2019,San Luis Obispo County,5,282728,0,0,0,0,0,1,0,0,1
6466,2019,San Luis Obispo County,6,282728,0,0,0,0,0,0,0,0,0
6467,2019,San Luis Obispo County,7,282728,0,0,0,0,0,0,0,0,0
6468,2019,San Luis Obispo County,8,282728,0,0,0,0,0,0,0,0,0
6469,2019,San Luis Obispo County,9,282728,0,0,0,0,0,0,0,0,0
6470,2019,San Luis Obispo County,10,282728,0,0,0,0,0,0,0,0,0
6471,2019,San Luis Obispo County,11,282728,0,0,0,0,0,1,0,0,1
6472,2019,San Luis Obispo County,12,282728,0,0,0,0,0,0,0,0,0
6473,2019,San Luis Obispo County,1,282728,0,0,0,0,0,1,0,0,1
6474,2019,San Luis Obispo County,2,282728,0,0,0,0,0,1,0,0,1
6475,2019,San Luis Obispo County,3,282728,0,0,0,0,0,0,0,0,0
6476,2019,San Luis Obispo County,4,282728,0,0,0,0,0,1,0,0,1
6477,2019,San Luis Obispo County,5,282728,0,0,0,0,0,0,0,0,0
6478,2019,San Luis Obispo County,6,282728,0,0,0,0,0,0,0,0,0
6479,2019,San Luis Obispo County,7,282728,0,0,0,0,0,2,0,0,2
6480,2019,San Luis Obispo County,8,282728,0,0,0,0,0,1,0,0,1
6481,2019,San Luis Obispo County,9,282728,0,0,0,0,0,0,0,0,0
6482,2019,San Luis Obispo County,10,282728,0,0,0,0,0,0,0,0,0
6483,2019,San Luis Obispo County,11,282728,0,0,0,0,0,0,0,0,0
6484,2019,San Luis Obispo County,12,282728,0,0,0,0,0,1,0,0,1
6485,2019,San Luis Obispo County,1,282728,0,0,0,0,0,9,0,6,3
6486,2019,San Luis Obispo County,2,282728,0,0,0,0,0,4,0,3,1
6487,2019,San Luis Obispo County,3,282728,0,0,0,0,0,8,0,5,3
6488,2019,San Luis Obispo County,4,282728,0,0,0,0,0,8,0,6,2
6489,2019,San Luis Obispo County,5,282728,0,0,0,0,0,9,0,7,2
6490,2019,San Luis Obispo County,6,282728,0,0,0,0,0,8,0,7,1
6491,2019,San Luis Obispo County,7,282728,0,0,0,0,0,8,0,3,5
6492,2019,San Luis Obispo County,8,282728,0,0,0,0,0,10,0,2,8
6493,2019,San Luis Obispo County,9,282728,0,0,0,0,0,10,0,4,6
6494,2019,San Luis Obispo County,10,282728,0,0,0,0,0,11,0,6,5
6495,2019,San Luis Obispo County,11,282728,0,0,0,0,0,10,0,7,3
6496,2019,San Luis Obispo County,12,282728,0,0,0,0,0,13,0,10,3
6497,2019,San Mateo County,1,764810,0,0,0,0,0,0,0,0,0
6498,2019,San Mateo County,2,764810,0,0,0,0,0,0,0,0,0
6499,2019,San Mateo County,3,764810,0,0,0,0,0,0,0,0,0
6500,2019,San Mateo County,4,764810,0,0,0,0,0,0,0,0,0
6501,2019,San Mateo County,5,764810,0,0,0,0,0,0,0,0,0
6502,2019,San Mateo County,6,764810,0,0,0,0,0,0,0,0,0
6503,2019,San Mateo County,7,764810,0,0,0,0,0,0,0,0,0
6504,2019,San Mateo County,8,764810,0,0,0,0,0,0,0,0,0
6505,2019,San Mateo County,9,764810,0,0,0,0,0,0,0,0,0
6506,2019,San Mateo County,10,764810,0,0,0,0,0,0,0,0,0
6507,2019,San Mateo County,11,764810,0,0,0,0,0,0,0,0,0
6508,2019,San Mateo County,12,764810,0,0,0,0,0,0,0,0,0
6509,2019,San Mateo County,1,764810,28,1,9,4,14,276,34,34,208
6510,2019,San Mateo County,2,764810,33,0,13,4,16,269,25,23,221
6511,2019,San Mateo County,3,764810,24,0,6,6,12,273,36,26,211
6512,2019,San Mateo County,4,764810,31,0,6,6,19,240,21,25,194
6513,2019,San Mateo County,5,764810,35,0,7,9,19,304,21,23,260
6514,2019,San Mateo County,6,764810,21,2,7,3,9,242,16,24,202
6515,2019,San Mateo County,7,764810,23,0,5,2,16,268,23,33,212
6516,2019,San Mateo County,8,764810,34,0,3,10,21,266,25,24,217
6517,2019,San Mateo County,9,764810,27,0,5,5,17,286,31,36,219
6518,2019,San Mateo County,10,764810,20,0,2,4,14,258,27,27,204
6519,2019,San Mateo County,11,764810,27,0,2,5,20,277,23,26,228
6520,2019,San Mateo County,12,764810,21,0,6,4,11,286,15,35,236
6521,2019,San Mateo County,1,764810,0,0,0,0,0,14,6,1,7
6522,2019,San Mateo County,2,764810,0,0,0,0,0,9,4,0,5
6523,2019,San Mateo County,3,764810,1,0,0,1,0,10,2,0,8
6524,2019,San Mateo County,4,764810,1,0,0,1,0,17,6,1,10
6525,2019,San Mateo County,5,764810,3,0,0,1,2,4,1,0,3
6526,2019,San Mateo County,6,764810,0,0,0,0,0,5,0,0,5
6527,2019,San Mateo County,7,764810,1,0,0,0,1,8,3,0,5
6528,2019,San Mateo County,8,764810,0,0,0,0,0,8,1,2,5
6529,2019,San Mateo County,9,764810,3,0,1,1,1,10,4,0,6
6530,2019,San Mateo County,10,764810,0,0,0,0,0,11,1,0,10
6531,2019,San Mateo County,11,764810,2,0,1,0,1,8,1,0,7
6532,2019,San Mateo County,12,764810,1,0,0,0,1,6,3,0,3
6533,2019,San Mateo County,1,764810,4,1,0,0,3,18,4,0,14
6534,2019,San Mateo County,2,764810,4,0,1,0,3,23,4,2,17
6535,2019,San Mateo County,3,764810,4,0,1,0,3,34,7,1,26
6536,2019,San Mateo County,4,764810,3,0,0,0,3,45,4,2,39
6537,2019,San Mateo County,5,764810,5,0,1,0,4,31,4,3,24
6538,2019,San Mateo County,6,764810,3,0,0,0,3,24,2,4,18
6539,2019,San Mateo County,7,764810,2,0,1,0,1,47,5,3,39
6540,2019,San Mateo County,8,764810,3,0,0,1,2,29,5,4,20
6541,2019,San Mateo County,9,764810,0,0,0,0,0,32,0,5,27
6542,2019,San Mateo County,10,764810,5,0,2,0,3,28,3,2,23
6543,2019,San Mateo County,11,764810,8,0,0,0,8,39,6,3,30
6544,2019,San Mateo County,12,764810,4,0,2,0,2,42,6,1,35
6545,2019,San Mateo County,1,764810,2,0,0,0,2,7,1,1,5
6546,2019,San Mateo County,2,764810,0,0,0,0,0,14,9,1,4
6547,2019,San Mateo County,3,764810,1,0,0,0,1,14,6,1,7
6548,2019,San Mateo County,4,764810,0,0,0,0,0,8,5,0,3
6549,2019,San Mateo County,5,764810,1,0,0,0,1,10,5,2,3
6550,2019,San Mateo County,6,764810,1,0,0,0,1,21,8,9,4
6551,2019,San Mateo County,7,764810,1,0,1,0,0,13,7,2,4
6552,2019,San Mateo County,8,764810,0,0,0,0,0,5,1,2,2
6553,2019,San Mateo County,9,764810,1,0,0,0,1,11,7,0,4
6554,2019,San Mateo County,10,764810,0,0,0,0,0,15,7,2,6
6555,2019,San Mateo County,11,764810,2,0,1,0,1,12,4,1,7
6556,2019,San Mateo County,12,764810,1,0,0,0,1,7,4,0,3
6557,2019,San Mateo County,1,764810,4,0,0,3,1,104,16,4,84
6558,2019,San Mateo County,2,764810,6,0,1,3,2,96,22,2,72
6559,2019,San Mateo County,3,764810,4,0,1,1,2,113,17,7,89
6560,2019,San Mateo County,4,764810,6,0,0,3,3,103,15,8,80
6561,2019,San Mateo County,5,764810,7,0,0,2,5,110,12,11,87
6562,2019,San Mateo County,6,764810,14,0,1,3,10,80,16,8,56
6563,2019,San Mateo County,7,764810,7,0,0,2,5,109,11,15,83
6564,2019,San Mateo County,8,764810,6,0,2,3,1,88,9,5,74
6565,2019,San Mateo County,9,764810,7,0,1,2,4,66,14,5,47
6566,2019,San Mateo County,10,764810,7,0,2,2,3,82,7,5,70
6567,2019,San Mateo County,11,764810,3,0,0,1,2,117,18,7,92
6568,2019,San Mateo County,12,764810,3,0,1,0,2,117,5,9,103
6569,2019,San Mateo County,1,764810,2,0,0,2,0,29,3,0,26
6570,2019,San Mateo County,2,764810,1,0,0,0,1,22,1,4,17
6571,2019,San Mateo County,3,764810,1,0,0,0,1,32,1,1,30
6572,2019,San Mateo County,4,764810,2,0,0,1,1,37,1,3,33
6573,2019,San Mateo County,5,764810,0,0,0,0,0,37,5,3,29
6574,2019,San Mateo County,6,764810,3,0,0,3,0,26,3,4,19
6575,2019,San Mateo County,7,764810,0,0,0,0,0,18,2,1,15
6576,2019,San Mateo County,8,764810,3,0,0,3,0,17,4,1,12
6577,2019,San Mateo County,9,764810,1,0,0,0,1,24,3,0,21
6578,2019,San Mateo County,10,764810,1,0,0,1,0,39,4,7,28
6579,2019,San Mateo County,11,764810,6,0,0,4,2,20,7,0,13
6580,2019,San Mateo County,12,764810,8,0,0,6,2,24,2,2,20
6581,2019,San Mateo County,1,764810,23,0,6,9,8,172,21,19,132
6582,2019,San Mateo County,2,764810,13,0,5,5,3,150,23,13,114
6583,2019,San Mateo County,3,764810,27,0,6,13,8,140,10,9,121
6584,2019,San Mateo County,4,764810,21,0,1,8,12,149,16,16,117
6585,2019,San Mateo County,5,764810,21,0,3,5,13,134,10,18,106
6586,2019,San Mateo County,6,764810,17,0,5,7,5,152,8,20,124
6587,2019,San Mateo County,7,764810,12,0,3,2,7,173,6,20,147
6588,2019,San Mateo County,8,764810,26,0,4,7,15,146,7,10,129
6589,2019,San Mateo County,9,764810,25,0,1,14,10,140,17,12,111
6590,2019,San Mateo County,10,764810,17,0,4,6,7,181,20,17,144
6591,2019,San Mateo County,11,764810,10,0,2,5,3,175,19,15,141
6592,2019,San Mateo County,12,764810,20,0,4,10,6,156,13,12,131
6593,2019,San Mateo County,1,764810,0,0,0,0,0,6,5,0,1
6594,2019,San Mateo County,2,764810,0,0,0,0,0,11,8,0,3
6595,2019,San Mateo County,3,764810,1,0,0,1,0,7,4,0,3
6596,2019,San Mateo County,4,764810,1,0,0,0,1,7,2,0,5
6597,2019,San Mateo County,5,764810,0,0,0,0,0,5,1,0,4
6598,2019,San Mateo County,6,764810,0,0,0,0,0,7,2,0,5
6599,2019,San Mateo County,7,764810,1,0,0,0,1,12,5,2,5
6600,2019,San Mateo County,8,764810,1,0,0,0,1,8,3,0,5
6601,2019,San Mateo County,9,764810,0,0,0,0,0,6,2,0,4
6602,2019,San Mateo County,10,764810,1,0,0,0,1,10,5,0,5
6603,2019,San Mateo County,11,764810,0,0,0,0,0,7,4,0,3
6604,2019,San Mateo County,12,764810,0,0,0,0,0,11,5,0,6
6605,2019,San Mateo County,1,764810,3,0,0,3,0,92,16,3,73
6606,2019,San Mateo County,2,764810,1,0,0,0,1,56,5,0,51
6607,2019,San Mateo County,3,764810,9,0,2,1,6,73,9,5,59
6608,2019,San Mateo County,4,764810,2,0,0,1,1,48,6,2,40
6609,2019,San Mateo County,5,764810,4,0,1,2,1,58,7,3,48
6610,2019,San Mateo County,6,764810,5,0,3,0,2,63,8,3,52
6611,2019,San Mateo County,7,764810,6,0,3,2,1,60,15,3,42
6612,2019,San Mateo County,8,764810,4,0,1,1,2,60,7,3,50
6613,2019,San Mateo County,9,764810,4,0,2,1,1,53,8,4,41
6614,2019,San Mateo County,10,764810,5,0,3,0,2,66,9,2,55
6615,2019,San Mateo County,11,764810,4,0,1,1,2,83,13,3,67
6616,2019,San Mateo County,12,764810,3,0,0,1,2,62,7,0,55
6617,2019,San Mateo County,1,764810,4,0,0,1,3,39,6,5,28
6618,2019,San Mateo County,2,764810,10,0,3,3,4,48,8,7,33
6619,2019,San Mateo County,3,764810,5,1,1,0,3,38,1,2,35
6620,2019,San Mateo County,4,764810,7,0,3,0,4,41,6,1,34
6621,2019,San Mateo County,5,764810,4,0,1,1,2,38,8,3,27
6622,2019,San Mateo County,6,764810,4,0,2,1,1,45,9,3,33
6623,2019,San Mateo County,7,764810,5,0,1,3,1,47,10,5,32
6624,2019,San Mateo County,8,764810,12,0,2,2,8,56,6,6,44
6625,2019,San Mateo County,9,764810,12,0,2,2,8,47,9,5,33
6626,2019,San Mateo County,10,764810,11,0,4,1,6,38,5,2,31
6627,2019,San Mateo County,11,764810,4,0,2,0,2,62,5,3,54
6628,2019,San Mateo County,12,764810,1,0,1,0,0,34,8,2,24
6629,2019,San Mateo County,1,764810,18,0,3,8,7,118,11,17,90
6630,2019,San Mateo County,2,764810,7,0,2,3,2,111,11,16,84
6631,2019,San Mateo County,3,764810,15,0,2,6,7,126,8,23,95
6632,2019,San Mateo County,4,764810,26,0,4,9,13,116,10,14,92
6633,2019,San Mateo County,5,764810,18,0,3,4,11,95,11,6,78
6634,2019,San Mateo County,6,764810,16,0,2,5,9,88,10,12,66
6635,2019,San Mateo County,7,764810,21,0,3,10,8,107,12,11,84
6636,2019,San Mateo County,8,764810,7,0,1,1,5,108,20,11,77
6637,2019,San Mateo County,9,764810,13,0,1,4,8,122,16,9,97
6638,2019,San Mateo County,10,764810,21,0,9,3,9,124,26,17,81
6639,2019,San Mateo County,11,764810,13,0,1,9,3,112,19,17,76
6640,2019,San Mateo County,12,764810,14,0,1,8,5,116,11,11,94
6641,2019,San Mateo County,1,764810,13,0,1,4,8,92,12,9,71
6642,2019,San Mateo County,2,764810,6,0,1,2,3,97,12,9,76
6643,2019,San Mateo County,3,764810,12,0,4,0,8,109,17,6,86
6644,2019,San Mateo County,4,764810,15,0,2,2,11,108,7,3,98
6645,2019,San Mateo County,5,764810,14,0,0,3,11,122,5,12,105
6646,2019,San Mateo County,6,764810,6,0,2,3,1,94,16,10,68
6647,2019,San Mateo County,7,764810,16,0,0,3,13,87,10,5,72
6648,2019,San Mateo County,8,764810,15,0,2,4,9,85,8,6,71
6649,2019,San Mateo County,9,764810,7,0,1,1,5,66,7,4,55
6650,2019,San Mateo County,10,764810,12,0,4,4,4,77,8,3,66
6651,2019,San Mateo County,11,764810,9,0,0,2,7,106,8,6,92
6652,2019,San Mateo County,12,764810,13,0,0,6,7,96,6,2,88
6653,2019,San Mateo County,1,764810,22,0,3,8,11,176,44,11,121
6654,2019,San Mateo County,2,764810,20,1,2,8,9,170,32,15,123
6655,2019,San Mateo County,3,764810,22,0,3,5,14,191,46,15,130
6656,2019,San Mateo County,4,764810,20,0,2,6,12,208,56,14,138
6657,2019,San Mateo County,5,764810,28,0,7,5,16,184,41,18,125
6658,2019,San Mateo County,6,764810,29,1,9,3,16,142,37,19,86
6659,2019,San Mateo County,7,764810,12,0,3,2,7,167,32,23,112
6660,2019,San Mateo County,8,764810,31,0,3,9,19,180,47,11,122
6661,2019,San Mateo County,9,764810,15,0,4,3,8,157,34,12,111
6662,2019,San Mateo County,10,764810,15,0,1,5,9,174,31,14,129
6663,2019,San Mateo County,11,764810,19,0,4,6,9,220,65,11,144
6664,2019,San Mateo County,12,764810,33,0,4,8,21,248,51,15,182
6665,2019,San Mateo County,1,764810,17,0,2,6,9,120,23,12,85
6666,2019,San Mateo County,2,764810,12,0,1,4,7,107,17,9,81
6667,2019,San Mateo County,3,764810,14,0,0,4,10,110,20,9,81
6668,2019,San Mateo County,4,764810,17,0,4,6,7,98,16,18,64
6669,2019,San Mateo County,5,764810,14,0,3,7,4,128,25,15,88
6670,2019,San Mateo County,6,764810,11,0,2,1,8,115,21,19,75
6671,2019,San Mateo County,7,764810,10,0,1,6,3,133,27,16,90
6672,2019,San Mateo County,8,764810,13,1,1,3,8,134,21,30,83
6673,2019,San Mateo County,9,764810,18,0,1,6,11,131,16,15,100
6674,2019,San Mateo County,10,764810,7,1,0,2,4,172,30,16,126
6675,2019,San Mateo County,11,764810,20,0,3,9,8,120,12,16,92
6676,2019,San Mateo County,12,764810,13,0,1,10,2,116,2,5,109
6677,2019,San Mateo County,1,764810,1,0,0,1,0,4,0,1,3
6678,2019,San Mateo County,2,764810,1,0,0,0,1,1,0,0,1
6679,2019,San Mateo County,3,764810,1,0,0,1,0,3,1,0,2
6680,2019,San Mateo County,4,764810,1,0,0,0,1,8,3,1,4
6681,2019,San Mateo County,5,764810,0,0,0,0,0,6,2,0,4
6682,2019,San Mateo County,6,764810,2,0,0,2,0,8,2,4,2
6683,2019,San Mateo County,7,764810,1,0,0,1,0,4,1,0,3
6684,2019,San Mateo County,8,764810,0,0,0,0,0,6,0,2,4
6685,2019,San Mateo County,9,764810,0,0,0,0,0,4,2,0,2
6686,2019,San Mateo County,10,764810,1,0,1,0,0,7,1,2,4
6687,2019,San Mateo County,11,764810,1,0,0,1,0,27,2,1,24
6688,2019,San Mateo County,12,764810,2,0,1,1,0,4,1,1,2
6689,2019,San Mateo County,1,764810,4,0,1,0,3,31,1,0,30
6690,2019,San Mateo County,2,764810,2,0,1,0,1,43,12,0,31
6691,2019,San Mateo County,3,764810,3,0,1,2,0,41,4,0,37
6692,2019,San Mateo County,4,764810,3,0,1,0,2,22,5,1,16
6693,2019,San Mateo County,5,764810,2,0,1,0,1,42,3,5,34
6694,2019,San Mateo County,6,764810,0,0,0,0,0,34,3,6,25
6695,2019,San Mateo County,7,764810,5,0,2,2,1,42,5,3,34
6696,2019,San Mateo County,8,764810,3,0,0,2,1,38,6,0,32
6697,2019,San Mateo County,9,764810,2,0,0,1,1,32,7,4,21
6698,2019,San Mateo County,10,764810,3,0,0,1,2,28,3,0,25
6699,2019,San Mateo County,11,764810,5,0,1,0,4,30,7,2,21
6700,2019,San Mateo County,12,764810,7,0,2,0,5,42,7,0,35
6701,2019,San Mateo County,1,764810,2,0,0,2,0,24,0,1,23
6702,2019,San Mateo County,2,764810,2,0,0,2,0,29,1,1,27
6703,2019,San Mateo County,3,764810,3,0,0,0,3,13,0,0,13
6704,2019,San Mateo County,4,764810,1,0,0,0,1,14,0,0,14
6705,2019,San Mateo County,5,764810,0,0,0,0,0,35,0,1,34
6706,2019,San Mateo County,6,764810,2,0,0,1,1,34,0,2,32
6707,2019,San Mateo County,7,764810,1,0,0,1,0,27,0,0,27
6708,2019,San Mateo County,8,764810,3,0,0,1,2,37,0,0,37
6709,2019,San Mateo County,9,764810,1,0,0,1,0,39,0,3,36
6710,2019,San Mateo County,10,764810,4,0,0,4,0,35,0,0,35
