,year,county,month,county_pop,violent,homicide,rape,robbery,agg_assault,property,burglary,vehicle_theft,larceny_theft
0,2019,Alameda County,1,1668412,50,0,1,19,30,195,23,48,124
1,2019,Alameda County,2,1668412,49,1,2,19,27,187,34,47,106
2,2019,Alameda County,3,1668412,52,1,1,20,30,153,20,23,110
3,2019,Alameda County,4,1668412,60,0,3,15,42,174,41,34,99
4,2019,Alameda County,5,1668412,62,0,1,23,38,180,31,38,111
5,2019,Alameda County,6,1668412,53,1,1,19,32,168,28,43,97
6,2019,Alameda County,7,1668412,51,0,2,14,35,184,25,41,118
7,2019,Alameda County,8,1668412,54,0,5,17,32,197,35,40,122
8,2019,Alameda County,9,1668412,43,0,3,12,28,175,27,35,113
9,2019,Alameda County,10,1668412,46,1,3,19,23,209,37,57,115
10,2019,Alameda County,11,1668412,43,1,4,10,28,150,23,33,94
11,2019,Alameda County,12,1668412,70,0,1,23,46,197,30,52,115
12,2019,Alameda County,1,1668412,8,0,0,4,4,172,17,22,133
13,2019,Alameda County,2,1668412,13,0,1,9,3,217,26,45,146
14,2019,Alameda County,3,1668412,12,0,0,8,4,233,18,34,181
15,2019,Alameda County,5,1668412,16,0,0,8,8,192,12,30,150
16,2019,Alameda County,6,1668412,15,0,2,8,5,199,10,39,150
17,2019,Alameda County,7,1668412,13,0,0,6,7,236,30,52,154
18,2019,Alameda County,8,1668412,17,0,1,10,6,209,16,41,152
19,2019,Alameda County,9,1668412,11,0,0,7,4,192,15,27,150
20,2019,Alameda County,10,1668412,14,0,1,6,7,263,21,19,223
21,2019,Alameda County,11,1668412,13,0,2,8,3,194,13,19,162
22,2019,Alameda County,12,1668412,11,0,1,8,2,215,26,30,159
23,2019,Alameda County,1,1668412,5,0,1,2,2,57,8,2,47
24,2019,Alameda County,2,1668412,3,0,0,1,2,54,8,4,42
25,2019,Alameda County,3,1668412,3,0,1,2,0,33,6,2,25
26,2019,Alameda County,4,1668412,3,0,1,0,2,40,9,1,30
27,2019,Alameda County,5,1668412,3,0,0,3,0,36,5,4,27
28,2019,Alameda County,6,1668412,6,0,1,4,1,57,12,4,41
29,2019,Alameda County,7,1668412,4,0,1,2,1,71,14,3,54
30,2019,Alameda County,8,1668412,2,0,0,1,1,64,12,6,46
31,2019,Alameda County,9,1668412,2,0,1,1,0,75,3,10,62
32,2019,Alameda County,10,1668412,1,0,0,1,0,76,7,7,62
33,2019,Alameda County,11,1668412,3,0,1,1,1,65,6,1,58
34,2019,Alameda County,12,1668412,5,0,1,3,1,57,15,2,40
35,2019,Alameda County,1,1668412,52,0,3,33,16,561,115,37,409
36,2019,Alameda County,2,1668412,37,0,1,22,14,441,60,40,341
37,2019,Alameda County,3,1668412,43,0,3,29,11,433,80,36,317
38,2019,Alameda County,4,1668412,56,0,6,36,14,465,54,36,375
39,2019,Alameda County,5,1668412,51,0,4,35,12,437,49,41,347
40,2019,Alameda County,6,1668412,44,0,8,19,17,439,46,36,357
41,2019,Alameda County,7,1668412,53,0,8,31,14,508,70,40,398
42,2019,Alameda County,8,1668412,53,0,8,27,18,605,44,55,506
43,2019,Alameda County,9,1668412,63,0,11,38,14,576,50,60,466
44,2019,Alameda County,10,1668412,63,0,10,37,16,621,52,52,517
45,2019,Alameda County,11,1668412,48,0,5,29,14,551,76,27,448
46,2019,Alameda County,12,1668412,55,0,7,33,15,619,75,32,512
47,2019,Alameda County,1,1668412,16,0,2,10,4,217,13,12,192
48,2019,Alameda County,2,1668412,12,0,1,8,3,207,10,10,187
49,2019,Alameda County,3,1668412,24,0,1,19,4,213,10,8,195
50,2019,Alameda County,4,1668412,15,0,0,14,1,185,3,8,174
51,2019,Alameda County,5,1668412,10,0,0,7,3,190,10,9,171
52,2019,Alameda County,6,1668412,11,0,0,7,4,212,5,7,200
53,2019,Alameda County,7,1668412,13,0,1,5,7,236,7,11,218
54,2019,Alameda County,8,1668412,15,0,1,10,4,209,4,8,197
55,2019,Alameda County,9,1668412,17,0,1,15,1,216,10,10,196
56,2019,Alameda County,10,1668412,13,0,0,11,2,288,9,15,264
57,2019,Alameda County,11,1668412,9,0,1,5,3,179,8,13,158
58,2019,Alameda County,12,1668412,11,0,4,3,4,271,6,2,263
59,2019,Alameda County,1,1668412,29,0,2,12,15,478,38,57,383
60,2019,Alameda County,2,1668412,21,0,2,12,7,405,46,40,319
61,2019,Alameda County,3,1668412,34,0,3,18,13,315,44,39,232
62,2019,Alameda County,4,1668412,38,0,3,15,20,353,49,46,258
63,2019,Alameda County,5,1668412,47,1,3,12,31,414,46,66,302
64,2019,Alameda County,6,1668412,29,0,0,13,16,345,35,53,257
65,2019,Alameda County,7,1668412,35,0,4,17,14,367,38,40,289
66,2019,Alameda County,8,1668412,38,0,6,15,17,334,37,52,245
67,2019,Alameda County,9,1668412,33,0,1,13,19,331,51,47,233
68,2019,Alameda County,10,1668412,37,0,5,11,21,424,46,55,323
69,2019,Alameda County,11,1668412,33,0,4,10,19,342,54,27,261
70,2019,Alameda County,12,1668412,26,0,3,11,12,415,63,46,306
71,2019,Alameda County,1,1668412,41,2,3,19,17,417,39,111,267
72,2019,Alameda County,2,1668412,39,0,5,24,10,406,51,110,245
73,2019,Alameda County,3,1668412,35,0,3,18,14,419,39,86,294
74,2019,Alameda County,4,1668412,58,0,6,24,28,397,43,93,261
75,2019,Alameda County,5,1668412,45,0,8,21,16,406,35,113,258
76,2019,Alameda County,6,1668412,47,1,3,22,21,340,30,107,203
77,2019,Alameda County,7,1668412,51,0,5,28,18,438,42,102,294
78,2019,Alameda County,8,1668412,53,0,4,26,23,363,25,92,246
79,2019,Alameda County,9,1668412,57,0,5,27,25,398,40,83,275
80,2019,Alameda County,10,1668412,40,0,5,17,18,460,38,117,305
81,2019,Alameda County,11,1668412,46,0,6,28,12,428,36,121,271
82,2019,Alameda County,12,1668412,40,2,1,21,16,414,30,106,278
83,2019,Alameda County,1,1668412,16,0,5,3,8,113,12,8,93
84,2019,Alameda County,2,1668412,23,0,3,2,18,167,12,14,141
85,2019,Alameda County,3,1668412,24,0,0,5,19,146,15,7,124
86,2019,Alameda County,4,1668412,9,0,3,3,3,133,16,17,100
87,2019,Alameda County,5,1668412,19,0,4,5,10,103,14,11,78
88,2019,Alameda County,6,1668412,22,0,6,3,13,130,16,9,105
89,2019,Alameda County,7,1668412,14,1,1,2,10,163,9,10,144
90,2019,Alameda County,8,1668412,19,1,3,2,13,151,5,11,135
91,2019,Alameda County,9,1668412,9,0,1,3,5,92,4,11,77
92,2019,Alameda County,10,1668412,12,0,2,3,7,103,8,14,81
93,2019,Alameda County,11,1668412,13,0,1,4,8,113,6,10,97
94,2019,Alameda County,12,1668412,13,0,1,4,8,140,22,14,104
95,2019,Alameda County,1,1668412,4,0,1,3,0,158,16,5,137
96,2019,Alameda County,2,1668412,7,0,3,0,4,147,21,11,115
97,2019,Alameda County,3,1668412,7,0,0,5,2,89,13,9,67
98,2019,Alameda County,4,1668412,10,0,1,5,4,85,16,8,61
99,2019,Alameda County,5,1668412,7,0,0,4,3,123,15,9,99
100,2019,Alameda County,6,1668412,10,0,2,5,3,105,12,5,88
101,2019,Alameda County,7,1668412,6,0,0,2,4,135,17,15,103
102,2019,Alameda County,8,1668412,4,0,1,0,3,95,9,10,76
103,2019,Alameda County,9,1668412,6,0,2,2,2,100,8,7,85
104,2019,Alameda County,10,1668412,8,0,1,6,1,137,22,23,92
105,2019,Alameda County,11,1668412,13,0,2,5,6,109,17,8,84
106,2019,Alameda County,12,1668412,3,0,0,3,0,116,21,12,83
107,2019,Alameda County,1,1668412,472,9,27,247,189,2208,249,468,1491
108,2019,Alameda County,2,1668412,368,5,16,190,157,2096,195,362,1539
109,2019,Alameda County,3,1668412,438,6,39,211,182,2102,186,437,1479
110,2019,Alameda County,4,1668412,465,6,35,230,194,2097,220,424,1453
111,2019,Alameda County,5,1668412,457,7,30,227,193,2228,199,447,1582
112,2019,Alameda County,6,1668412,500,7,45,232,216,1322,168,374,780
113,2019,Alameda County,7,1668412,453,7,23,241,182,2427,264,438,1725
114,2019,Alameda County,8,1668412,477,3,36,273,165,2409,243,411,1755
115,2019,Alameda County,9,1668412,516,9,32,275,200,2534,228,400,1906
116,2019,Alameda County,10,1668412,491,5,27,270,189,2949,221,450,2278
117,2019,Alameda County,11,1668412,428,5,27,204,192,2716,188,385,2143
118,2019,Alameda County,12,1668412,455,9,35,259,152,2780,238,445,2097
119,2019,Alameda County,1,1668412,1,0,0,1,0,18,3,5,10
120,2019,Alameda County,2,1668412,1,0,0,0,1,11,3,0,8
121,2019,Alameda County,3,1668412,2,0,0,1,1,14,5,2,7
122,2019,Alameda County,4,1668412,0,0,0,0,0,17,1,4,12
123,2019,Alameda County,5,1668412,3,0,0,0,3,20,3,1,16
124,2019,Alameda County,6,1668412,2,0,1,0,1,15,1,0,14
125,2019,Alameda County,7,1668412,0,0,0,0,0,22,5,0,17
126,2019,Alameda County,8,1668412,2,0,0,2,0,33,6,0,27
127,2019,Alameda County,9,1668412,0,0,0,0,0,10,2,2,6
128,2019,Alameda County,10,1668412,1,0,1,0,0,28,5,1,22
129,2019,Alameda County,11,1668412,1,0,1,0,0,17,6,2,9
130,2019,Alameda County,12,1668412,1,0,0,1,0,22,6,2,14
131,2019,Alameda County,1,1668412,17,0,1,11,5,142,16,4,122
132,2019,Alameda County,2,1668412,7,0,1,3,3,136,12,3,121
133,2019,Alameda County,3,1668412,6,0,0,3,3,137,9,9,119
134,2019,Alameda County,4,1668412,10,0,2,5,3,120,19,3,98
135,2019,Alameda County,5,1668412,9,0,1,3,5,128,10,10,108
136,2019,Alameda County,6,1668412,10,0,1,5,4,108,13,6,89
137,2019,Alameda County,7,1668412,5,0,1,2,2,159,11,12,136
138,2019,Alameda County,8,1668412,9,0,2,5,2,145,10,15,120
139,2019,Alameda County,9,1668412,14,0,2,5,7,127,15,13,99
140,2019,Alameda County,11,1668412,7,0,0,5,2,155,14,10,131
141,2019,Alameda County,12,1668412,9,0,2,5,2,150,11,6,133
142,2019,Alameda County,1,1668412,47,0,2,33,12,290,20,57,213
143,2019,Alameda County,2,1668412,36,0,1,24,11,305,45,54,206
144,2019,Alameda County,3,1668412,32,0,1,24,7,271,26,55,190
145,2019,Alameda County,4,1668412,29,0,1,19,9,297,20,63,214
146,2019,Alameda County,5,1668412,42,0,0,31,11,343,36,83,224
147,2019,Alameda County,6,1668412,40,0,6,18,16,316,39,72,205
148,2019,Alameda County,7,1668412,34,0,2,20,12,384,30,66,288
149,2019,Alameda County,8,1668412,44,0,2,28,14,337,34,65,238
150,2019,Alameda County,9,1668412,33,0,0,25,8,390,36,73,281
151,2019,Alameda County,10,1668412,41,0,2,23,16,427,27,93,307
152,2019,Alameda County,11,1668412,42,0,1,20,21,302,21,45,236
153,2019,Alameda County,12,1668412,34,0,0,18,16,443,41,63,339
154,2019,Alameda County,1,1668412,28,0,4,9,15,172,21,18,133
155,2019,Alameda County,2,1668412,21,0,0,9,12,130,9,19,102
156,2019,Alameda County,3,1668412,27,0,0,11,16,128,13,19,96
157,2019,Alameda County,4,1668412,17,0,1,2,14,117,11,19,87
158,2019,Alameda County,5,1668412,26,0,0,8,18,131,22,15,94
159,2019,Alameda County,6,1668412,29,0,1,9,19,115,19,8,88
160,2019,Alameda County,7,1668412,19,0,0,5,14,188,16,16,156
161,2019,Alameda County,8,1668412,12,0,1,7,4,155,21,11,123
162,2019,Alameda County,9,1668412,35,0,0,7,28,132,9,23,100
163,2019,Alameda County,10,1668412,17,0,0,3,14,153,14,20,119
164,2019,Alameda County,11,1668412,20,2,0,4,14,131,19,26,86
165,2019,Alameda County,12,1668412,26,0,1,5,20,166,18,32,116
166,2019,Alameda County,1,1668412,1,0,0,1,0,32,9,0,23
167,2019,Alameda County,2,1668412,1,0,0,1,0,15,4,1,10
168,2019,Alameda County,3,1668412,2,0,0,1,1,22,5,0,17
169,2019,Alameda County,4,1668412,5,0,1,1,3,33,6,3,24
170,2019,Alameda County,5,1668412,6,0,1,1,4,18,3,0,15
171,2019,Alameda County,6,1668412,3,0,1,0,2,34,3,0,31
172,2019,Alameda County,7,1668412,7,0,0,3,4,48,8,1,39
173,2019,Alameda County,8,1668412,4,0,0,3,1,30,8,0,22
174,2019,Alameda County,9,1668412,6,0,0,4,2,39,8,1,30
175,2019,Alameda County,10,1668412,3,0,0,3,0,35,5,3,27
176,2019,Alameda County,11,1668412,4,0,0,2,2,37,9,1,27
177,2019,Alameda County,12,1668412,2,0,0,1,1,14,5,0,9
178,2019,Alameda County,1,1668412,0,0,0,0,0,4,1,1,2
179,2019,Alameda County,2,1668412,1,0,1,0,0,6,3,0,3
180,2019,Alameda County,3,1668412,1,0,1,0,0,2,1,0,1
181,2019,Alameda County,4,1668412,0,0,0,0,0,8,4,0,4
182,2019,Alameda County,5,1668412,1,0,1,0,0,6,1,0,5
183,2019,Alameda County,6,1668412,0,0,0,0,0,2,1,0,1
184,2019,Alameda County,7,1668412,0,0,0,0,0,4,0,0,4
185,2019,Alameda County,8,1668412,1,0,0,0,1,19,0,1,18
186,2019,Alameda County,9,1668412,0,0,0,0,0,17,2,0,15
187,2019,Alameda County,10,1668412,0,0,0,0,0,11,0,0,11
188,2019,Alameda County,11,1668412,0,0,0,0,0,12,1,1,10
189,2019,Alameda County,12,1668412,0,0,0,0,0,5,1,0,4
190,2019,Alameda County,1,1668412,0,0,0,0,0,1,0,0,1
191,2019,Alameda County,2,1668412,0,0,0,0,0,0,0,0,0
192,2019,Alameda County,3,1668412,0,0,0,0,0,3,2,0,1
193,2019,Alameda County,4,1668412,0,0,0,0,0,1,1,0,0
194,2019,Alameda County,5,1668412,0,0,0,0,0,4,4,0,0
195,2019,Alameda County,6,1668412,0,0,0,0,0,1,1,0,0
196,2019,Alameda County,7,1668412,0,0,0,0,0,5,5,0,0
197,2019,Alameda County,8,1668412,0,0,0,0,0,4,3,0,1
198,2019,Alameda County,9,1668412,0,0,0,0,0,2,1,0,1
199,2019,Alameda County,10,1668412,0,0,0,0,0,0,0,0,0
200,2019,Alameda County,11,1668412,0,0,0,0,0,3,0,0,3
201,2019,Alameda County,12,1668412,1,0,0,0,1,5,3,0,2
202,2019,Alameda County,1,1668412,25,0,0,20,5,150,1,9,140
203,2019,Alameda County,2,1668412,22,0,0,18,4,94,0,11,83
204,2019,Alameda County,3,1668412,27,1,1,19,6,154,1,13,140
205,2019,Alameda County,4,1668412,23,0,1,15,7,123,0,6,117
206,2019,Alameda County,5,1668412,26,0,0,24,2,142,0,13,129
207,2019,Alameda County,6,1668412,24,0,0,18,6,142,2,10,130
208,2019,Alameda County,7,1668412,25,0,0,23,2,196,5,15,176
209,2019,Alameda County,8,1668412,16,0,0,11,5,171,0,14,157
210,2019,Alameda County,9,1668412,24,0,0,22,2,189,1,17,171
211,2019,Alameda County,10,1668412,33,0,0,26,7,200,2,17,181
212,2019,Alameda County,11,1668412,19,1,0,16,2,127,1,11,115
213,2019,Alameda County,12,1668412,18,0,0,15,3,108,0,13,95
214,2019,Alameda County,1,1668412,17,0,0,6,11,128,11,15,102
215,2019,Alameda County,2,1668412,7,0,1,5,1,129,10,3,116
216,2019,Alameda County,3,1668412,10,0,0,4,6,131,10,13,108
217,2019,Alameda County,4,1668412,6,0,0,4,2,94,8,4,82
218,2019,Alameda County,5,1668412,10,0,1,3,6,106,14,11,81
219,2019,Alameda County,6,1668412,7,0,1,2,4,79,6,5,68
220,2019,Alameda County,7,1668412,5,0,1,3,1,86,6,7,73
221,2019,Alameda County,8,1668412,7,0,1,2,4,97,10,4,83
222,2019,Alameda County,9,1668412,7,0,0,1,6,89,10,14,65
223,2019,Alameda County,10,1668412,14,0,0,6,8,123,11,8,104
224,2019,Alameda County,11,1668412,8,0,1,4,3,87,7,5,75
225,2019,Alameda County,12,1668412,9,0,1,3,5,110,11,4,95
226,2019,Alameda County,1,1668412,4,0,2,1,1,62,2,0,60
227,2019,Alameda County,2,1668412,4,0,1,2,1,61,1,10,50
228,2019,Alameda County,3,1668412,5,0,2,3,0,57,2,2,53
229,2019,Alameda County,4,1668412,6,1,1,1,3,61,5,7,49
230,2019,Alameda County,5,1668412,5,0,0,3,2,70,5,6,59
231,2019,Alameda County,6,1668412,2,0,1,0,1,65,12,6,47
232,2019,Alameda County,7,1668412,4,0,0,1,3,57,2,2,53
233,2019,Alameda County,8,1668412,9,0,2,3,4,66,3,4,59
234,2019,Alameda County,9,1668412,6,0,0,1,5,92,8,9,75
235,2019,Alameda County,10,1668412,11,0,2,4,5,63,7,4,52
236,2019,Alameda County,11,1668412,11,0,1,2,8,66,6,7,53
237,2019,Alameda County,12,1668412,3,0,1,1,1,43,3,4,36
238,2019,Alameda County,1,1668412,0,0,0,0,0,12,0,11,1
239,2019,Alameda County,2,1668412,0,0,0,0,0,9,0,7,2
240,2019,Alameda County,3,1668412,0,0,0,0,0,14,0,12,2
241,2019,Alameda County,4,1668412,0,0,0,0,0,23,0,18,5
242,2019,Alameda County,5,1668412,0,0,0,0,0,21,0,15,6
243,2019,Alameda County,6,1668412,0,0,0,0,0,11,0,8,3
244,2019,Alameda County,7,1668412,0,0,0,0,0,16,0,14,2
245,2019,Alameda County,8,1668412,0,0,0,0,0,46,0,40,6
246,2019,Alameda County,9,1668412,0,0,0,0,0,18,0,14,4
247,2019,Alameda County,10,1668412,0,0,0,0,0,10,0,7,3
248,2019,Alameda County,11,1668412,0,0,0,0,0,16,0,13,3
249,2019,Alameda County,12,1668412,0,0,0,0,0,11,0,8,3
250,2019,Alpine County,1,1113,1,0,0,0,1,3,0,0,3
251,2019,Alpine County,2,1113,0,0,0,0,0,1,0,1,0
252,2019,Alpine County,3,1113,2,0,1,0,1,0,0,0,0
253,2019,Alpine County,4,1113,2,0,0,0,2,0,0,0,0
254,2019,Alpine County,5,1113,2,0,0,0,2,0,0,0,0
255,2019,Alpine County,6,1113,0,0,0,0,0,2,1,0,1
256,2019,Alpine County,7,1113,1,0,0,0,1,7,2,0,5
257,2019,Alpine County,8,1113,1,0,1,0,0,5,3,0,2
258,2019,Alpine County,9,1113,0,0,0,0,0,1,0,1,0
259,2019,Alpine County,10,1113,2,0,0,0,2,2,1,0,1
260,2019,Alpine County,11,1113,0,0,0,0,0,1,1,0,0
261,2019,Alpine County,12,1113,2,0,0,0,2,7,4,1,2
262,2019,Alpine County,1,1113,0,0,0,0,0,0,0,0,0
263,2019,Alpine County,2,1113,0,0,0,0,0,0,0,0,0
264,2019,Alpine County,3,1113,0,0,0,0,0,0,0,0,0
265,2019,Alpine County,4,1113,0,0,0,0,0,1,0,0,1
266,2019,Alpine County,5,1113,0,0,0,0,0,0,0,0,0
267,2019,Alpine County,6,1113,0,0,0,0,0,0,0,0,0
268,2019,Alpine County,7,1113,0,0,0,0,0,1,0,1,0
269,2019,Alpine County,8,1113,0,0,0,0,0,1,1,0,0
270,2019,Alpine County,9,1113,0,0,0,0,0,0,0,0,0
271,2019,Alpine County,10,1113,0,0,0,0,0,0,0,0,0
272,2019,Alpine County,11,1113,0,0,0,0,0,0,0,0,0
273,2019,Alpine County,12,1113,0,0,0,0,0,0,0,0,0
274,2019,Amador County,1,39693,2,0,0,0,2,39,13,0,26
275,2019,Amador County,2,39693,2,0,0,0,2,25,5,0,20
276,2019,Amador County,3,39693,6,0,0,1,5,34,8,0,26
277,2019,Amador County,4,39693,8,0,0,1,7,37,13,0,24
278,2019,Amador County,5,39693,10,1,2,0,7,31,17,0,14
279,2019,Amador County,6,39693,3,0,0,1,2,35,18,0,17
280,2019,Amador County,7,39693,9,0,2,0,7,32,4,2,26
281,2019,Amador County,9,39693,8,0,0,3,5,53,23,0,30
282,2019,Amador County,10,39693,6,0,0,0,6,52,19,0,33
283,2019,Amador County,11,39693,7,0,0,1,6,18,5,0,13
284,2019,Amador County,12,39693,3,0,0,0,3,28,8,0,20
285,2019,Amador County,1,39693,1,0,0,0,1,5,2,1,2
286,2019,Amador County,2,39693,0,0,0,0,0,3,0,0,3
287,2019,Amador County,3,39693,1,0,0,0,1,2,1,0,1
288,2019,Amador County,4,39693,2,0,0,0,2,2,0,0,2
289,2019,Amador County,5,39693,0,0,0,0,0,8,2,0,6
290,2019,Amador County,6,39693,0,0,0,0,0,6,1,0,5
291,2019,Amador County,7,39693,0,0,0,0,0,0,0,0,0
292,2019,Amador County,8,39693,0,0,0,0,0,6,0,0,6
293,2019,Amador County,9,39693,1,0,0,0,1,5,2,0,3
294,2019,Amador County,10,39693,3,0,0,1,2,5,1,1,3
295,2019,Amador County,11,39693,3,0,1,0,2,4,0,0,4
296,2019,Amador County,12,39693,0,0,0,0,0,0,0,0,0
297,2019,Amador County,1,39693,3,0,0,0,3,12,1,0,11
298,2019,Amador County,2,39693,2,0,0,0,2,11,0,0,11
299,2019,Amador County,3,39693,3,0,0,0,3,15,1,0,14
300,2019,Amador County,4,39693,3,0,0,0,3,9,0,0,9
301,2019,Amador County,5,39693,3,0,1,0,2,6,0,1,5
302,2019,Amador County,6,39693,1,0,0,0,1,12,2,3,7
303,2019,Amador County,7,39693,2,0,0,0,2,14,3,5,6
304,2019,Amador County,8,39693,1,0,1,0,0,10,0,0,10
305,2019,Amador County,9,39693,5,0,0,0,5,10,1,0,9
306,2019,Amador County,10,39693,2,0,0,0,2,7,5,0,2
307,2019,Amador County,11,39693,3,0,1,0,2,16,1,1,14
308,2019,Amador County,12,39693,2,0,0,0,2,11,1,1,9
309,2019,Amador County,1,39693,0,0,0,0,0,6,1,1,4
310,2019,Amador County,2,39693,1,0,1,0,0,1,0,0,1
311,2019,Amador County,3,39693,0,0,0,0,0,1,0,0,1
312,2019,Amador County,4,39693,0,0,0,0,0,2,0,0,2
313,2019,Amador County,5,39693,0,0,0,0,0,2,0,0,2
314,2019,Amador County,6,39693,1,0,0,0,1,7,2,1,4
315,2019,Amador County,7,39693,1,0,0,0,1,6,1,1,4
316,2019,Amador County,8,39693,0,0,0,0,0,4,0,1,3
317,2019,Amador County,9,39693,0,0,0,0,0,7,1,1,5
318,2019,Amador County,10,39693,0,0,0,0,0,3,1,1,1
319,2019,Amador County,11,39693,0,0,0,0,0,3,1,0,2
320,2019,Amador County,12,39693,0,0,0,0,0,2,1,0,1
321,2019,Amador County,1,39693,0,0,0,0,0,0,0,0,0
322,2019,Amador County,2,39693,0,0,0,0,0,0,0,0,0
323,2019,Amador County,3,39693,0,0,0,0,0,0,0,0,0
324,2019,Amador County,4,39693,0,0,0,0,0,0,0,0,0
325,2019,Amador County,5,39693,0,0,0,0,0,0,0,0,0
326,2019,Amador County,6,39693,0,0,0,0,0,0,0,0,0
327,2019,Amador County,7,39693,0,0,0,0,0,0,0,0,0
328,2019,Amador County,8,39693,0,0,0,0,0,0,0,0,0
329,2019,Amador County,9,39693,0,0,0,0,0,0,0,0,0
330,2019,Amador County,10,39693,0,0,0,0,0,0,0,0,0
331,2019,Amador County,11,39693,0,0,0,0,0,0,0,0,0
332,2019,Amador County,12,39693,0,0,0,0,0,0,0,0,0
333,2019,Amador County,1,39693,0,0,0,0,0,2,0,0,2
334,2019,Amador County,2,39693,0,0,0,0,0,3,0,3,0
335,2019,Amador County,3,39693,0,0,0,0,0,4,0,2,2
336,2019,Amador County,4,39693,0,0,0,0,0,1,0,1,0
337,2019,Amador County,5,39693,0,0,0,0,0,4,0,2,2
338,2019,Amador County,6,39693,0,0,0,0,0,3,0,2,1
339,2019,Amador County,7,39693,0,0,0,0,0,3,0,2,1
340,2019,Amador County,8,39693,0,0,0,0,0,3,0,2,1
341,2019,Amador County,9,39693,0,0,0,0,0,0,0,0,0
342,2019,Amador County,10,39693,0,0,0,0,0,3,0,1,2
343,2019,Amador County,11,39693,0,0,0,0,0,2,0,0,2
344,2019,Amador County,12,39693,0,0,0,0,0,3,0,1,2
345,2019,Butte County,1,218726,21,0,1,6,14,93,33,1,59
346,2019,Butte County,2,218726,25,0,3,4,18,122,47,0,75
347,2019,Butte County,3,218726,30,1,1,2,26,106,40,8,58
348,2019,Butte County,4,218726,30,0,6,2,22,129,52,3,74
349,2019,Butte County,5,218726,27,2,1,2,22,119,45,4,70
350,2019,Butte County,6,218726,23,0,2,1,20,107,49,1,57
351,2019,Butte County,7,218726,29,0,0,3,26,121,53,1,67
352,2019,Butte County,8,218726,28,1,6,0,21,89,48,5,36
353,2019,Butte County,9,218726,17,0,4,1,12,104,41,4,59
354,2019,Butte County,10,218726,19,0,1,4,14,90,37,5,48
355,2019,Butte County,11,218726,18,0,4,3,11,97,28,6,63
356,2019,Butte County,12,218726,16,1,3,0,12,113,51,4,58
357,2019,Butte County,1,218726,0,0,0,0,0,0,0,0,0
358,2019,Butte County,2,218726,1,0,0,0,1,0,0,0,0
359,2019,Butte County,3,218726,0,0,0,0,0,1,0,0,1
360,2019,Butte County,4,218726,0,0,0,0,0,2,0,1,1
361,2019,Butte County,5,218726,1,0,0,0,1,0,0,0,0
362,2019,Butte County,6,218726,0,0,0,0,0,0,0,0,0
363,2019,Butte County,7,218726,0,0,0,0,0,3,1,0,2
364,2019,Butte County,8,218726,0,0,0,0,0,2,0,0,2
365,2019,Butte County,9,218726,1,0,1,0,0,4,0,0,4
366,2019,Butte County,10,218726,0,0,0,0,0,1,1,0,0
367,2019,Butte County,11,218726,0,0,0,0,0,2,0,2,0
368,2019,Butte County,12,218726,0,0,0,0,0,2,1,1,0
369,2019,Butte County,1,218726,49,0,7,8,34,193,29,30,134
370,2019,Butte County,2,218726,59,0,12,14,33,210,28,28,154
371,2019,Butte County,3,218726,45,0,5,12,28,194,25,31,138
372,2019,Butte County,4,218726,45,0,8,7,30,231,19,53,159
373,2019,Butte County,5,218726,60,0,12,10,38,170,12,30,128
374,2019,Butte County,6,218726,40,0,9,7,24,179,18,29,132
375,2019,Butte County,7,218726,40,0,3,7,30,242,34,47,161
376,2019,Butte County,8,218726,39,0,10,11,18,242,25,38,179
377,2019,Butte County,9,218726,53,0,14,7,32,233,23,30,180
378,2019,Butte County,10,218726,44,0,6,10,28,192,14,23,155
379,2019,Butte County,11,218726,39,0,9,3,27,146,16,21,109
380,2019,Butte County,12,218726,44,0,5,8,31,174,29,21,124
381,2019,Butte County,1,218726,3,0,0,0,3,17,6,1,10
382,2019,Butte County,2,218726,1,0,0,0,1,13,3,0,10
383,2019,Butte County,3,218726,4,0,2,1,1,18,5,4,9
384,2019,Butte County,4,218726,3,0,2,1,0,26,3,2,21
385,2019,Butte County,5,218726,2,0,1,0,1,22,2,3,17
386,2019,Butte County,6,218726,1,0,0,0,1,16,2,1,13
387,2019,Butte County,7,218726,2,0,0,0,2,15,3,0,12
388,2019,Butte County,8,218726,4,0,3,0,1,16,8,2,6
389,2019,Butte County,9,218726,2,0,2,0,0,19,4,2,13
390,2019,Butte County,10,218726,3,0,2,0,1,7,3,1,3
391,2019,Butte County,11,218726,1,0,1,0,0,16,6,1,9
392,2019,Butte County,12,218726,3,0,2,1,0,20,2,5,13
393,2019,Butte County,1,218726,9,0,3,0,6,70,16,14,40
394,2019,Butte County,2,218726,10,0,3,2,5,64,14,16,34
395,2019,Butte County,3,218726,8,0,2,3,3,73,14,17,42
396,2019,Butte County,4,218726,11,0,1,3,7,69,11,17,41
397,2019,Butte County,5,218726,16,0,3,4,9,65,14,21,30
398,2019,Butte County,6,218726,10,0,3,1,6,66,14,15,37
399,2019,Butte County,7,218726,10,0,0,6,4,91,24,17,50
400,2019,Butte County,8,218726,13,1,3,1,8,69,10,21,38
401,2019,Butte County,9,218726,8,0,2,2,4,80,16,31,33
402,2019,Butte County,10,218726,9,0,2,1,6,56,13,16,27
403,2019,Butte County,11,218726,15,1,2,5,7,47,13,12,22
404,2019,Butte County,12,218726,3,0,0,2,1,72,17,14,41
405,2019,Butte County,1,218726,2,0,1,0,1,25,6,12,7
